Count_NonOverlappingWorms,Count_OverlappingWorms,Count_Welloutline,Count_WormObjects,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05ImageMath,ExecutionTime_06MaskImage,ExecutionTime_07MaskImage,ExecutionTime_08IdentifyPrimaryObjects,ExecutionTime_09CorrectIlluminationCalculate,ExecutionTime_10CorrectIlluminationApply,ExecutionTime_11IdentifyPrimaryObjects,ExecutionTime_12ConvertObjectsToImage,ExecutionTime_13UntangleWorms,ExecutionTime_14MeasureObjectSizeShape,ExecutionTime_15MeasureObjectIntensity,ExecutionTime_16RescaleIntensity,ExecutionTime_17OverlayOutlines,FileName_RawBF,ImageNumber
30.0,30.0,1.0,59.0,0.0,0.0,2.210000000000001,0.0,0.21000000000000085,0.07000000000000028,0.1700000000000017,1.4499999999999957,168.44,0.020000000000038654,2.2099999999999795,0.009999999999990905,29.590000000000032,0.29000000000002046,0.6499999999999773,0.060000000000002274,0.9599999999999795,20220407-dauerProtocol1-p002-m2X_A01_w1.TIF,1
35.0,35.0,1.0,42.0,0.0,0.0,2.6000000000000014,0.0,0.21999999999999886,0.12000000000000455,0.25,2.030000000000001,235.12,0.029999999999972715,2.5400000000000205,0.020000000000038654,40.69999999999999,0.4399999999999977,0.8400000000000318,0.06999999999993634,1.0400000000000205,20220407-dauerProtocol1-p002-m2X_A02_w1.TIF,2
42.0,42.0,1.0,49.0,0.0,0.0,1.3700000000000045,0.0,0.12999999999999545,0.11000000000001364,0.2300000000000182,2.0600000000000023,235.18,0.029999999999972715,2.5499999999999545,0.009999999999990905,51.58000000000004,0.5599999999999454,0.8700000000000045,0.07999999999992724,1.0900000000000318,20220407-dauerProtocol1-p002-m2X_A03_w1.TIF,3
27.0,27.0,1.0,48.0,0.0,0.0,1.1999999999999886,0.0,0.15999999999996817,0.07000000000005002,0.15999999999996817,1.7999999999999545,230.15999999999997,0.01999999999998181,2.580000000000041,0.009999999999990905,36.479999999999905,0.36000000000001364,0.7899999999999636,0.07000000000005002,0.8500000000000227,20220407-dauerProtocol1-p002-m2X_A04_w1.TIF,4
45.0,45.0,1.0,51.0,0.0,0.0,1.2299999999999045,0.0,0.07000000000005002,0.07000000000005002,0.08999999999991815,1.7100000000000364,230.2700000000001,0.05999999999994543,2.6499999999999773,0.009999999999990905,49.98000000000002,0.5,0.8799999999999955,0.08000000000004093,0.9899999999998954,20220407-dauerProtocol1-p002-m2X_A05_w1.TIF,5
33.0,33.0,1.0,46.0,0.0,0.0,1.6000000000000227,0.0,0.16999999999995907,0.06000000000005912,0.08999999999991815,1.6900000000000546,226.99,0.029999999999972715,2.5200000000000955,0.009999999999990905,40.809999999999945,0.4500000000000455,0.8299999999999272,0.06000000000005912,1.150000000000091,20220407-dauerProtocol1-p002-m2X_A06_w1.TIF,6
45.0,45.0,1.0,52.0,0.0,0.0,1.330000000000041,0.0,0.05999999999994543,0.08000000000004093,0.07999999999992724,1.7100000000000364,227.67999999999972,0.01999999999998181,2.769999999999982,0.009999999999990905,53.49000000000024,0.5199999999999818,0.9200000000000728,0.07999999999992724,1.1499999999998636,20220407-dauerProtocol1-p002-m2X_A07_w1.TIF,7
41.0,41.0,1.0,43.0,0.0,0.0,0.8300000000000409,0.0,0.07999999999992724,0.07000000000005002,0.08999999999991815,1.8700000000001182,226.80000000000007,0.029999999999972715,2.369999999999891,0.009999999999990905,46.47000000000003,0.5099999999999909,0.8899999999998727,0.049999999999954525,1.0500000000004093,20220407-dauerProtocol1-p002-m2X_A08_w1.TIF,8
36.0,36.0,1.0,45.0,0.0,0.0,0.8399999999999181,0.0,0.07000000000016371,0.05999999999994543,0.10999999999989996,1.7699999999999818,224.77999999999997,0.029999999999972715,2.4200000000000728,0.010000000000218279,40.379999999999654,0.41000000000008185,0.8100000000001728,0.03999999999996362,1.0399999999999636,20220407-dauerProtocol1-p002-m2X_A09_w1.TIF,9
30.0,30.0,1.0,41.0,0.0,0.0,0.7799999999999727,0.0,0.07999999999992724,0.05999999999994543,0.09999999999990905,1.6700000000000728,220.75,0.01999999999998181,2.709999999999809,0.009999999999990905,36.480000000000246,0.34999999999990905,0.7499999999997726,0.07000000000016371,1.0900000000001455,20220407-dauerProtocol1-p002-m2X_A10_w1.TIF,10
32.0,32.0,1.0,42.0,0.0,0.0,0.6800000000000637,0.0,0.05999999999994543,0.05999999999994543,0.07000000000016371,1.6799999999998363,224.18000000000006,0.01999999999998181,2.729999999999791,0.01999999999998181,35.81000000000017,0.38000000000010914,0.7599999999997635,0.07000000000016371,1.0399999999999636,20220407-dauerProtocol1-p002-m2X_A11_w1.TIF,11
