row,1,2,3,4,5,6,7,8,9,10,11,12
A,OD5_ascr5_20uM,OD5_ascr5_20uM,OD5_ascr5_20uM,OD5_ascr5_20uM,OD5_ascr5_20uM,OD5_ascr5_20uM,OD10_ascr5_20uM,OD10_ascr5_20uM,OD10_ascr5_20uM,OD10_ascr5_20uM,OD10_ascr5_20uM,OD10_ascr5_20uM
B,OD5_ascr5_15uM,OD5_ascr5_15uM,OD5_ascr5_15uM,OD5_ascr5_15uM,OD5_ascr5_15uM,OD5_ascr5_15uM,OD10_ascr5_15uM,OD10_ascr5_15uM,OD10_ascr5_15uM,OD10_ascr5_15uM,OD10_ascr5_15uM,OD10_ascr5_15uM
C,OD5_ascr5_10uM,OD5_ascr5_10uM,OD5_ascr5_10uM,OD5_ascr5_10uM,OD5_ascr5_10uM,OD5_ascr5_10uM,OD10_control,OD10_control,OD10_control,OD10_control,OD10_control,OD10_control
D,OD5_control,OD5_control,OD5_control,OD5_control,OD5_control,OD5_control,OD10_ascr5_10uM,OD10_ascr5_10uM,OD10_ascr5_10uM,OD10_ascr5_10uM,OD10_ascr5_10uM,OD10_ascr5_10uM
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,
