ImageNumber,ObjectNumber,Metadata_Assay,Metadata_Date,Metadata_FileLocation,Metadata_Frame,Metadata_Magnification,Metadata_Plate,Metadata_Series,Metadata_Well,Metadata_wavelength,Location_Center_X,Location_Center_Y,Number_Object_Number,Worm_Angle_1,Worm_Angle_10,Worm_Angle_11,Worm_Angle_12,Worm_Angle_13,Worm_Angle_14,Worm_Angle_15,Worm_Angle_16,Worm_Angle_17,Worm_Angle_18,Worm_Angle_19,Worm_Angle_2,Worm_Angle_3,Worm_Angle_4,Worm_Angle_5,Worm_Angle_6,Worm_Angle_7,Worm_Angle_8,Worm_Angle_9,Worm_ControlPointX_1,Worm_ControlPointX_10,Worm_ControlPointX_11,Worm_ControlPointX_12,Worm_ControlPointX_13,Worm_ControlPointX_14,Worm_ControlPointX_15,Worm_ControlPointX_16,Worm_ControlPointX_17,Worm_ControlPointX_18,Worm_ControlPointX_19,Worm_ControlPointX_2,Worm_ControlPointX_20,Worm_ControlPointX_21,Worm_ControlPointX_3,Worm_ControlPointX_4,Worm_ControlPointX_5,Worm_ControlPointX_6,Worm_ControlPointX_7,Worm_ControlPointX_8,Worm_ControlPointX_9,Worm_ControlPointY_1,Worm_ControlPointY_10,Worm_ControlPointY_11,Worm_ControlPointY_12,Worm_ControlPointY_13,Worm_ControlPointY_14,Worm_ControlPointY_15,Worm_ControlPointY_16,Worm_ControlPointY_17,Worm_ControlPointY_18,Worm_ControlPointY_19,Worm_ControlPointY_2,Worm_ControlPointY_20,Worm_ControlPointY_21,Worm_ControlPointY_3,Worm_ControlPointY_4,Worm_ControlPointY_5,Worm_ControlPointY_6,Worm_ControlPointY_7,Worm_ControlPointY_8,Worm_ControlPointY_9,Worm_Length
1,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,827.9980424143556,1000.5298531810766,12,-0.08214832291760521,1.3322676295501878e-15,-1.3322676295501878e-15,-0.08214832291760388,0.0,0.06611283511762434,-0.04964834427731457,-0.016464490840309765,0.07771227722263152,-0.07313610659215586,-0.004576170630475662,-0.07899824480738138,0.07899824480738138,-0.07199793960781076,0.08042732919309259,-0.19818390158001975,-0.058999077956233936,-0.021077247594935233,-0.03837611019410314,955.0,842.1440536908186,829.2686595939953,816.3932654971718,803.5178714003484,791.0566908658982,778.5955103314479,765.8020922915589,753.2589357001741,740.7977551657239,727.9451009853356,942.5388194655498,715.4611805344502,703.0,929.6634253687263,916.3738177095298,903.4984236127063,891.0263348331871,878.9902761061787,866.1711669194871,854.4279652248938,1002.0,994.0,996.0,998.0,1000.0,1003.0,1006.0,1008.1979077084411,1011.0,1014.0,1016.0548990146644,999.0,1019.0,1022.0,997.0,996.0,994.0,992.9736651668129,991.0,991.4572082701283,992.5720347751062,274.07642443139196
1,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,1499.3279839518555,1099.662320294216,13,0.10803297417626845,0.06275267254228667,0.0,0.12274955791196568,0.05914968336656745,0.057202326642166956,-0.05337814889175141,0.10482926067760734,-0.10455399883733618,0.21804250227478883,-0.281291625232043,-0.011649472593570742,-0.11659470494505722,0.04532017357010773,0.008453577267700296,0.0628209541072492,-1.0769163338864018e-14,0.06303603901380966,1.554312234475219e-14,1388.0,1490.896661863422,1501.943650813896,1512.697746545557,1523.451842277218,1533.6201515712519,1543.4955676464724,1553.0780905028794,1562.9342483721878,1572.2431362156935,1582.0749790522239,1399.0469889504743,1589.8316907059661,1600.0,1410.6388070219668,1421.9786891912547,1433.864741501036,1445.5371331862707,1457.169908574372,1468.5097907436598,1479.8496729129474,1053.0,1088.8966618634217,1093.943650813896,1099.697746545557,1105.451842277218,1112.6201515712519,1120.4955676464724,1129.0780905028794,1137.0,1146.2431362156935,1154.1499581044475,1056.0469889504743,1163.8316907059661,1171.0,1060.6388070219668,1064.9786891912547,1068.0,1071.5371331862707,1075.169908574372,1079.5097907436598,1083.8496729129474,262.7504044581595
1,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,222.50694444444446,1186.2426697530864,14,0.05318824907332953,-0.06519753758443869,-0.052439757644486606,0.05251211805908129,-0.0914967756666758,-0.23238444384085422,0.06087702691104835,-0.18715782880246823,5.995204332975845e-15,0.021549022089142778,0.15228320196819145,-0.026505980018216135,0.07683916139612057,0.12501263843891097,-0.20185179983504176,1.509903313490213e-14,-0.07894930667755329,-0.05801591953921981,-0.15047689506622586,264.0,216.08029551786774,213.64484760249013,212.0,210.77395177173494,209.0,208.18146811159755,209.90980924578858,211.0,214.0,217.0,259.0,219.8574453034359,221.0,253.47224991975241,248.20837487962865,241.9854571561136,235.01447533480325,229.7506002946795,224.48672525455567,220.0,1091.0,1173.9197044821321,1184.3551523975098,1194.2896505601557,1205.226048228265,1215.9354968177968,1227.1814681115975,1237.9098092457887,1248.9024809222008,1259.1040837074615,1269.3056864927225,1100.3731756605148,1279.857445303436,1290.0,1109.5277500802476,1118.7916251203715,1128.0145428438864,1135.9855246651966,1145.2493997053207,1154.5132747454445,1164.0990557667458,228.88486944760547
1,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,1813.7150857542877,1189.081204060203,15,0.17023718328736193,0.08618308124102603,0.060938344878538775,0.043474814073654056,-0.026346708198974778,0.07637336316730314,0.006997629570418162,0.0346857567803216,-0.009390482790085475,-0.07004114621482316,0.028465361758388763,-0.0884037549669281,0.0,6.217248937900877e-15,0.06656774503836349,-0.04443580214685383,0.06627181207541222,-4.440892098500626e-15,0.0,1928.0,1823.4623425233863,1811.5956688565452,1799.314781627331,1786.7310737399391,1773.9245800441563,1762.919625648514,1751.4338733975937,1739.1529861683794,1728.3740263866302,1717.346981997358,1916.738877608623,1707.198617264526,1695.0,1904.8722039417817,1893.4197438373137,1881.9672837328458,1870.5148236283776,1858.7512044518419,1847.1956898570686,1835.3290161902273,1159.0,1192.0,1195.0,1197.0,1198.2689262600607,1199.0,1199.919625648514,1200.0,1200.0,1199.6259736133698,1199.346981997358,1164.0,1199.801382735474,1200.0,1167.0,1171.0,1175.0,1179.0,1182.2487955481583,1186.0,1189.0,262.1862870792079
1,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,854.5213333333334,1265.7563333333333,16,-0.05695861799101998,0.04827794005334951,0.06398538042235113,0.15239597914881187,0.10990519693860423,0.14672551410438528,2.6645352591003757e-15,-0.026053557523693316,0.05595149047514414,-0.024582826654855783,-0.08288679891012718,-1.2989609388114332e-14,-0.05439460050743372,-0.054492647721901655,0.054492647721901655,0.1653463258357981,0.05846933641182961,0.07093622015292622,0.10132256345036184,785.0,862.0,867.2738636073764,872.0,876.0,878.112101397124,879.0,878.0,877.0,876.3713943083803,875.0,793.2688077169751,874.0,874.0,801.8305086527633,810.8064231509247,820.4894444302729,830.6369318036882,840.3199530830364,848.2958675811977,855.5646752981727,1168.0,1251.1787229840295,1262.2738636073764,1273.595880271555,1285.2186724776907,1296.887898602876,1309.7068975770812,1322.5723304703365,1335.4377633635913,1347.6286056916197,1360.3402020253554,1177.268807716975,1372.3772077938643,1384.0,1185.8305086527635,1194.8064231509247,1203.489444430273,1211.6369318036882,1220.3199530830364,1230.2958675811979,1240.5646752981727,265.5929291125635
1,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,752.6525423728814,1348.0172881355932,17,0.0,0.04870095817851028,0.020962003415980757,-4.440892098500626e-15,0.08844308644298193,-0.07408915551756068,0.059518692186053546,-0.04032204954228402,-0.2310833489799251,0.23192441510995665,0.019282752330533226,0.005467615931259662,-0.0054676159312583295,0.08286631794719312,-0.08286631794719446,0.15403044599464577,-0.12611970205550915,0.05881268200696432,0.012702063297172828,771.0,757.9545094809233,755.7597764475607,753.0,750.0,747.0,743.0,739.8363638124422,736.0,732.6184706209708,732.0,770.0,728.6089465957357,725.0,769.0,768.0,767.0,765.0,764.0,761.1724026723947,760.0,1227.0,1337.0454905190766,1349.2402235524394,1361.2009079403115,1373.0620884747616,1384.923269009212,1396.3702359812892,1408.1636361875578,1419.6783834878165,1431.3815293790292,1443.6918524934727,1239.6896076591966,1455.3910534042643,1467.0,1252.379215318393,1264.2403958528434,1276.9300035120398,1289.2053976088632,1301.8950052680598,1313.8275973276054,1324.7889392122142,262.076424431392
1,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,984.0556328233658,1299.289290681502,18,0.09593708724827182,-0.02191932454480372,-0.02057043737616948,-0.08523050620084266,-0.081987724400883,0.10865930387035908,-0.01181831627941729,-0.014853263190040322,-0.038808975135009416,0.00472035178111288,-0.1927870036005403,0.2540739523832626,-0.17580959982548183,-0.062394231361917685,-2.609024107869118e-14,-0.03267113455248405,-0.06209166029642954,-0.03324097778413798,-0.06459466450073686,880.0,972.0095561518083,983.1249998632895,994.3400385644262,1005.6487805050654,1017.3500106541735,1028.6582518765745,1040.235727501415,1051.8679146638708,1063.569144812979,1074.6845885244602,890.7490485000944,1086.5456300007772,1098.0,901.0593145477087,909.7102921651226,919.6541630013501,929.8909270563909,940.1276911114319,950.5154174393026,961.1870056591405,1246.0,1301.0095561518083,1305.1249998632895,1309.0,1312.6487805050654,1315.3500106541735,1317.0,1320.0,1322.8679146638708,1325.5691448129792,1327.6845885244602,1251.0,1330.0,1330.0,1257.0593145477087,1265.7102921651226,1272.65416300135,1278.890927056391,1285.127691111432,1291.0,1296.1870056591406,256.40232623919644
1,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,1742.485514834206,1260.6223385689354,19,-0.07700039250905884,-0.03987775704071238,-0.01373361766352375,0.14003584311289977,-0.09134882959678951,0.14148280736339713,0.08433064477913346,0.0,4.385380947269368e-15,0.03187004354940995,0.13648616995222107,0.0,0.0,0.0,0.0882313394661726,-0.1676193839116624,0.06367473010018693,-0.07251802512087152,0.10974301751291589,1620.0,1730.438225099391,1741.2322330470338,1753.875483399594,1766.5916738879316,1777.8069282143133,1789.4455844122717,1801.9926406871193,1814.125483399594,1826.2583261120687,1838.3911688245432,1632.9612698372207,1850.3705321112452,1861.0,1646.3367532368147,1659.7122366364088,1673.0877200360026,1686.4632034355964,1697.767619023325,1708.1722565055156,1719.1338095116625,1258.0,1258.0,1258.2322330470338,1258.0,1257.5916738879316,1258.8069282143133,1259.0,1261.0,1264.0,1267.0,1270.0,1259.0,1273.3705321112452,1278.0,1259.0,1259.0,1259.0,1259.0,1260.0,1259.1722565055156,1259.0,267.50966799187836
1,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,851.6245072273324,1417.4444809461236,20,0.05197753018908724,0.03221351078164125,-0.005800380121561588,0.04054043197984081,0.011373847867943931,-0.005687566659673626,-7.327471962526033e-15,0.0,0.0,0.0,0.07417101195075348,0.0187538055397396,-0.002708563765531302,0.04466764602236095,-0.08671507277980273,7.327471962526033e-15,-0.013329147587908263,-0.07365893231386988,0.014348236053587371,802.0,846.160283247279,852.0,857.466460506957,863.0,868.0655309854485,873.0,878.0,883.0,888.0,893.0,807.2995352392458,898.0,902.0,812.0,816.4843921553642,821.0,825.0,830.0,835.0,840.1536412268467,1304.0,1407.160283247279,1418.2360679775,1429.466460506957,1440.669068010627,1452.0655309854485,1463.5162816061268,1474.939888403877,1486.3634952016268,1497.7871019993768,1509.2107087971267,1315.2995352392459,1520.6343155948766,1532.0,1326.8472135954999,1338.4843921553643,1350.108640753373,1361.9464611134963,1373.3700679112462,1384.7936747089964,1396.1536412268467,269.8934921923096
1,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,1520.5745745745746,1390.1588254921587,21,-0.09106368945597007,-0.020839365053606562,0.009061313884931227,-0.15104700484079764,0.08412415201800137,3.316791286067655e-15,-0.08559608694124782,0.07994041967290437,-0.12779632378528707,-0.06487994132963877,0.19086195157468483,-0.022651897638599316,0.0641449204564184,-0.06725732044608665,0.07474376792225065,-0.07163136793258543,-3.0531133177191805e-15,-0.010377981579227508,0.010446117738257127,1398.0,1510.2860013953334,1523.1293108489654,1536.079744917404,1548.9834654947576,1560.216634189982,1571.8708652638982,1583.525096337814,1597.2503952235954,1609.7330534222576,1621.5667447123062,1410.5932267874741,1634.2262338645824,1647.0,1423.3216075670712,1435.39005220336,1447.9099926620954,1460.7695821630577,1473.2522403617197,1485.3206849980088,1497.3891296342981,1369.0,1391.0,1393.1293108489651,1395.0,1396.9834654947576,1397.0,1398.0,1399.0,1399.0,1400.0,1399.4332552876938,1372.5932267874741,1398.0,1399.0,1375.0,1377.0,1379.9099926620954,1382.0,1385.0,1387.0,1389.0,274.50597771562974
1,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,862.0778097982709,1625.6577009285943,22,0.05296439061964375,0.0,-0.08472136109612038,-0.009421833928631829,-0.03461686023394295,0.012716702353277487,-0.02541590617799727,-0.08458024411810006,0.009605262771057,0.08767418517175485,0.17930560181316602,-0.0688781989242151,-6.8833827526759706e-15,0.08472136109612727,-0.04824331037711582,0.02004174538453385,0.0977634923235231,-0.055228728269649974,-0.014333199061291158,817.0,856.0,860.0,864.0,869.0,874.111052360494,879.6306254658227,885.0,890.6697716764802,897.381723813683,904.0821741329021,821.8124663241423,909.6017472382309,913.0,826.0,831.0,836.0,840.0,844.6664287786175,849.0,852.1700410833423,1507.0,1615.3894753007967,1627.53847619537,1639.6874770899435,1651.4222644221438,1663.1110523604939,1674.6306254658225,1686.2124128563714,1697.6697716764802,1708.763447627366,1720.082174132902,1518.8124663241422,1731.6017472382307,1744.0,1530.8837882267737,1542.618575558974,1554.3533628911741,1566.5023637857475,1578.6664287786175,1590.677259949277,1603.1700410833423,276.1171028813156
