ImageNumber,ObjectNumber,Metadata_Assay,Metadata_Date,Metadata_FileLocation,Metadata_Frame,Metadata_Magnification,Metadata_Plate,Metadata_Series,Metadata_Well,Metadata_wavelength,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
1,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan,1022.0103794076031,1028.5000040307698,0,1
