row,1,2,3,4,5,6,7,8,9,10,11,12
A,4hr_20uMascr,4hr_20uMascr,4hr_20uMascr,4hr_20uMascr,4hr_20uMascr,4hr_20uMascr,20min_20uMascr,20min_20uMascr,20min_20uMascr,20min_20uMascr,20min_20uMascr,20min_20uMascr
B,4hr_10uMascr,4hr_10uMascr,4hr_10uMascr,4hr_10uMascr,4hr_10uMascr,4hr_10uMascr,20min_10uMascr,20min_10uMascr,20min_10uMascr,20min_10uMascr,20min_10uMascr,20min_10uMascr
C,4hr_5uMascr,4hr_5uMascr,4hr_5uMascr,4hr_5uMascr,4hr_5uMascr,4hr_5uMascr,20min_5uMascr,20min_5uMascr,20min_5uMascr,20min_5uMascr,20min_5uMascr,20min_5uMascr
D,4hr_control,4hr_control,4hr_control,4hr_control,4hr_control,4hr_control,20min_control,20min_control,20min_control,20min_control,20min_control,20min_control
E,4hr_20uMascr,4hr_20uMascr,4hr_20uMascr,4hr_20uMascr,4hr_20uMascr,4hr_20uMascr,20min_20uMascr,20min_20uMascr,20min_20uMascr,20min_20uMascr,20min_20uMascr,20min_20uMascr
F,4hr_10uMascr,4hr_10uMascr,4hr_10uMascr,4hr_10uMascr,4hr_10uMascr,4hr_10uMascr,20min_10uMascr,20min_10uMascr,20min_10uMascr,20min_10uMascr,20min_10uMascr,20min_10uMascr
G,4hr_5uMascr,4hr_5uMascr,4hr_5uMascr,4hr_5uMascr,4hr_5uMascr,4hr_5uMascr,20min_5uMascr,20min_5uMascr,20min_5uMascr,20min_5uMascr,20min_5uMascr,20min_5uMascr
H,4hr_control,4hr_control,4hr_control,4hr_control,4hr_control,4hr_control,20min_control,20min_control,20min_control,20min_control,20min_control,20min_control
