row,1,2,3,4,5,6,7,8,9,10,11,12
A,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None
B,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None
C,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None
D,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None
E,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None
F,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None
G,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None
H,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None
