row,1,2,3,4,5,6,7,8,9,10,11,12
A,NA,ascrmix.50nM,NA,ascrmix.50nM,NA,ascrmix.50nM,NA,ascrmix.50nM,NA,ascrmix.50nM,NA,ascrmix.50nM
B,NA,ascrmix.50nM,NA,ascrmix.50nM,NA,ascrmix.50nM,NA,ascrmix.50nM,NA,ascrmix.50nM,NA,ascrmix.50nM
C,NA,ascrmix.50nM,NA,ascrmix.50nM,NA,ascrmix.50nM,NA,ascrmix.50nM,NA,ascrmix.50nM,NA,ascrmix.50nM
D,NA,ascrmix.50nM,NA,ascrmix.50nM,NA,ascrmix.50nM,NA,ascrmix.50nM,NA,ascrmix.50nM,NA,ascrmix.50nM
E,NA,ascrmix.50nM,NA,ascrmix.50nM,NA,ascrmix.50nM,NA,ascrmix.50nM,NA,ascrmix.50nM,NA,ascrmix.50nM
F,NA,ascrmix.50nM,NA,ascrmix.50nM,NA,ascrmix.50nM,NA,ascrmix.50nM,NA,ascrmix.50nM,NA,ascrmix.50nM
G,NA,ascrmix.50nM,NA,ascrmix.50nM,NA,ascrmix.50nM,NA,ascrmix.50nM,NA,ascrmix.50nM,NA,ascrmix.50nM
H,NA,ascrmix.50nM,NA,ascrmix.50nM,NA,ascrmix.50nM,NA,ascrmix.50nM,NA,ascrmix.50nM,NA,ascrmix.50nM
