ImageNumber,ObjectNumber,Metadata_Assay,Metadata_Date,Metadata_FileLocation,Metadata_Frame,Metadata_Magnification,Metadata_Plate,Metadata_Series,Metadata_Well,Metadata_wavelength,Number_Object_Number,Worm_Length
2,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,30,262.05680518591794
2,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,31,302.93512275265226
2,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,32,270.53226855410793
2,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,33,263.1777634397715
2,34,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,34,263.75387746371274
2,35,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan,35,280.52543186481404
3,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,1,235.66399692442926
3,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,2,260.07799321610713
3,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,3,267.32842270293884
3,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,4,270.1130043578517
3,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,5,241.86322099579533
3,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,6,269.83283163385363
3,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,7,260.7766952966374
3,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,8,281.320851173922
3,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,9,255.5904379438663
3,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,10,278.1302483005548
3,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,11,267.81832585698027
3,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,12,257.5512985522211
3,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,13,265.5625397506219
3,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,14,264.7973859324302
3,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,15,292.1008110490316
3,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,16,275.69343417595223
3,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,17,277.09040379562225
3,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,18,282.4317634907193
3,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,19,267.5036652475762
3,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,20,263.994949366117
3,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,21,285.40916292849005
3,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,22,245.03562781604037
3,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,23,301.0003059856437
3,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,24,260.7160347381817
3,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,25,273.83556979968296
3,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,26,264.9396454271873
3,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,27,269.007142674937
3,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,28,269.4977791219971
3,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,29,282.4159294189959
3,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,30,283.4922719172092
3,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,31,275.8165398015699
3,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,32,267.7932341260532
3,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,33,267.4091629284902
3,34,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,34,257.54624791833805
3,35,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,35,282.83747904707326
3,36,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,36,292.3597435684351
3,37,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,37,275.7523086789978
3,38,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,38,250.06601717798256
3,39,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,39,276.8998009222552
3,40,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,40,300.7253923226089
3,41,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,41,258.1787155501906
3,42,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan,42,240.1700928054869
4,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,1,277.83283163385363
4,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,2,258.12993347129645
4,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,3,292.87351008377715
4,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,4,289.56349186104137
4,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,5,268.59702763602775
4,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,6,263.74547198970447
4,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,7,287.60512242138356
4,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,8,264.26702730475904
4,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,9,302.90663761154894
4,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,10,268.6752381228301
4,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,11,277.5670624251572
4,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,12,298.0038765497594
4,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,13,265.6812408671322
4,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,14,264.3615296238453
4,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,15,272.3208511739216
4,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,16,268.5911430571533
4,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,17,268.1025971044422
4,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,18,269.83461768926384
4,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,19,267.87720036002577
4,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,20,252.31022664981688
4,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,21,275.46803743153566
4,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,22,247.84597705309278
4,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,23,266.5200752452879
4,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,24,261.19405527205544
4,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,25,257.96046148071105
4,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,26,269.33787784592926
4,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan,27,269.36658025772846
5,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,1,216.57396148379252
5,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,2,230.56170580563048
5,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,3,262.2157243307306
5,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,4,265.7807938201012
5,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,5,272.1352989344375
5,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,6,243.16904313650483
5,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,7,284.9066376115489
5,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,8,263.88225099390877
5,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,9,267.19953005700967
5,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,10,266.90663761154843
5,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,11,270.5046173579953
5,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,12,281.70562748477187
5,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,13,264.91704486495814
5,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,14,278.039100821594
5,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,15,265.5036652475762
5,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,16,273.6259369282028
5,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,17,268.5688484805673
5,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,18,271.46477130635816
5,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,19,265.6467529817264
5,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,20,274.0071426749371
5,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,21,263.7074119934774
5,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,22,273.710678118655
5,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,23,265.3140144846284
5,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,24,258.88225099390894
5,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,25,279.29046181197987
5,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,26,267.4317634907194
5,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,27,276.60922094484755
5,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,28,266.8599564173228
5,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,29,269.36753236814747
5,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,30,273.50966799187836
5,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,31,273.0894516852033
5,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,32,272.12489168102815
5,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,33,285.4507934888329
5,34,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,34,228.45331438396684
5,35,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,35,245.72444021218982
5,36,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,36,279.1750252739421
5,37,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,37,225.521861300698
5,38,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,38,276.24956609136075
5,39,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,39,251.97591936800376
5,40,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,40,268.07547232097284
5,41,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,41,250.88500621658727
5,42,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,42,246.88218988899004
5,43,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,43,255.2253967444164
5,44,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,44,244.7401153701778
5,45,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan,45,251.75020779432913
6,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan,1,268.9533188057743
6,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan,2,263.67619023324926
6,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan,3,255.4041122946071
6,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan,4,279.00714267493726
6,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan,5,290.06601717798253
6,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan,6,295.6058572611073
6,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan,7,273.86591683230347
6,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan,8,262.6248872592209
6,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan,9,266.77574318621834
6,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan,10,272.2325394193533
6,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan,11,293.4376480695935
6,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan,12,262.25388188552
6,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan,13,247.02974323716631
6,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan,14,256.2375900532362
6,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan,15,261.81832585698015
6,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan,16,260.74725804511456
6,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan,17,264.0315292925766
6,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan,18,268.5807358037439
6,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan,19,249.33714300620565
6,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan,20,259.13203435596495
6,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan,21,249.2081528017133
6,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan,22,281.50187919216626
6,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan,23,247.53622761450788
6,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan,24,263.1596855520772
6,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan,25,277.6975326994159
6,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan,26,267.05055774398517
6,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan,27,294.3025560155322
6,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan,28,283.69343417595206
6,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan,29,297.996615709395
6,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan,30,268.3502884254445
6,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan,31,250.54267580751724
6,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan,32,240.6934341759523
6,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,A06,nan,33,251.4924240491753
7,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,1,236.01754992834623
7,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,2,272.49242404917567
7,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,3,257.0584923579436
7,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,4,260.7554550920424
7,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,5,282.2827911776948
7,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,6,226.97770542341405
7,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,7,261.3380951166245
7,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,8,267.53405460951797
7,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,9,268.68659748665834
7,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,10,270.1862870792079
7,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,11,279.15179919380216
7,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,12,260.1483261882487
7,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,13,280.5807358037437
7,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,14,247.53131644368887
7,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,15,283.3380951166246
7,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,16,278.72131995952043
7,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,17,258.24978336205584
7,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,18,280.84776310850293
7,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,19,263.3528093205787
7,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,20,279.47927862993674
7,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,21,250.65432451074363
7,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,22,273.1769294947803
7,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,23,279.3805580752536
7,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,24,247.63182150707698
7,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,25,266.3884926892124
7,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,26,285.8158516708245
7,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,27,285.67933664629396
7,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,28,267.26702730475904
7,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,29,262.0441514554768
7,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,30,242.809542718996
7,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,31,273.8762482496068
7,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,32,266.80613254816046
7,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,33,279.7817459305204
7,34,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,34,247.28962786698833
7,35,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,35,260.6345596729062
7,36,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,36,283.6231012038102
7,37,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,37,261.14749224325766
7,38,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,38,261.2732364735592
7,39,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,39,258.65180361560937
7,40,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,40,285.41525438774056
7,41,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,41,258.78842028787057
7,42,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,42,238.51616775308068
7,43,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,43,219.20131611241987
7,44,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,44,265.710678118655
7,45,dauerProtocol1,20220407,nan,0,m2X,p002,0,A07,nan,45,250.02438661763983
8,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,1,266.94269428166956
8,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,2,222.63455967290642
8,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,3,245.33061700556462
8,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,4,261.73989809948233
8,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,5,247.5958272062982
8,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,6,289.95867542530084
8,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,7,214.25483399593912
8,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,8,286.08587957438243
8,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,9,272.6744041778388
8,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,10,267.4515283285566
8,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,11,293.088617740212
8,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,12,280.9533188057743
8,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,13,270.3249496973856
8,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,14,285.40201140993867
8,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,15,285.32442173803804
8,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,16,283.93607486307116
8,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,17,270.27922061357924
8,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,18,288.85817036191264
8,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,19,279.9351227526524
8,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,20,258.2964645562819
8,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,21,289.9360748630713
8,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,22,276.208304675174
8,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,23,248.00535661952637
8,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,24,261.31989906350253
8,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,25,288.09040379562225
8,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,26,258.7635498773982
8,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,27,280.97591936800364
8,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,28,259.9586754253005
8,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,29,268.5788315829055
8,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,30,250.86337286925615
8,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,31,298.50818792211123
8,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,32,278.9188309203686
8,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,33,254.82873311038966
8,34,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,34,295.96456000417515
8,35,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,35,269.57568516986083
8,36,dauerProtocol1,20220407,nan,0,m2X,p002,0,A08,nan,36,283.00030598564325
