ImageNumber,ObjectNumber,Metadata_Assay,Metadata_Date,Metadata_FileLocation,Metadata_Frame,Metadata_Magnification,Metadata_Plate,Metadata_Series,Metadata_Well,Metadata_wavelength,Number_Object_Number,Worm_Length
20,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,B08,nan,4,251.65085150518996
20,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,B08,nan,5,240.77345854042068
20,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,B08,nan,6,235.40916292849
20,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,B08,nan,7,236.76176382198787
20,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,B08,nan,8,272.5936639522874
20,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,B08,nan,9,277.3919189857873
20,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,B08,nan,10,225.63255634680084
20,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,B08,nan,11,277.8944443027285
20,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,B08,nan,12,214.69248206553277
20,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,B08,nan,13,273.7836762534724
20,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,B08,nan,14,286.47927862993674
20,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,B08,nan,15,250.14927829866784
20,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,B08,nan,16,279.8944443027285
20,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,B08,nan,17,279.1248916810281
20,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,B08,nan,18,259.22444463399745
20,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,B08,nan,19,258.6400303172553
20,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,B08,nan,20,276.3891808199576
20,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,B08,nan,21,247.7581048664666
20,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,B08,nan,22,251.3208511739214
20,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,B08,nan,23,251.12298746018996
20,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,B08,nan,24,226.14065555396382
20,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,B08,nan,25,283.53226855410776
20,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,B08,nan,26,246.39191898578696
20,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,B08,nan,27,265.6051224213837
20,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,B08,nan,28,270.2081528017134
20,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,B08,nan,29,266.0713737975087
20,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,B08,nan,30,250.1959594928937
20,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,B08,nan,31,255.07452021055346
20,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,B08,nan,32,221.65085150519025
21,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,B09,nan,1,274.9947320954217
21,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,B09,nan,2,270.51323855599446
21,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,B09,nan,3,270.1623040057743
21,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,B09,nan,4,278.1665222413709
21,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,B09,nan,5,273.2106736968476
21,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,B09,nan,6,240.55034644180202
21,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,B09,nan,7,275.9170448649579
21,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,B09,nan,8,294.5617058056306
21,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,B09,nan,9,241.77207351683487
21,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,B09,nan,10,239.9178974142316
21,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,B09,nan,11,278.3787735665484
21,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,B09,nan,12,259.06854194808153
21,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,B09,nan,13,255.29046181197972
21,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,B09,nan,14,266.02974323716603
21,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,B09,nan,15,287.3746750430844
21,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,B09,nan,16,251.6173157302035
21,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,B09,nan,17,229.9655121145944
21,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,B09,nan,18,256.0886177402116
21,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,B09,nan,19,267.6051224213837
21,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,B09,nan,20,264.07821048680216
21,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,B09,nan,21,277.3198990635028
21,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,B09,nan,22,264.0660171779826
21,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,B09,nan,23,268.6449669263157
21,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,B09,nan,24,269.16007404836154
21,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,B09,nan,25,264.0823090102663
21,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,B09,nan,26,261.5046173579953
21,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,B09,nan,27,280.1406555539641
21,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,B09,nan,28,244.18912280360007
21,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,B09,nan,29,203.06327901215286
22,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,1,256.22349252357805
22,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,2,258.8650070512057
22,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,3,224.4691414154154
22,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,4,279.26607519434015
22,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,5,269.96456000417487
22,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,6,255.37005326328182
22,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,7,269.3797256769675
22,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,8,268.5132385559943
22,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,9,273.5218613006981
22,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,10,267.09040379562236
22,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,11,278.0071426749367
22,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,12,254.4924240491757
22,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,13,277.96551211459405
22,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,14,270.4335495461299
22,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,15,275.23075336394305
22,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,16,276.85186163196704
22,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,17,275.5563403424894
22,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,18,290.2914139223992
22,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,19,259.70005359454996
22,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,20,265.3675323681474
22,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,21,245.02343450722057
22,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,22,282.6812408671323
22,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,23,221.61626838948166
22,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,24,273.59292911256387
22,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,25,279.2072006912946
22,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,26,263.4640988359769
22,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,27,276.86500705120574
22,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,28,252.66966423260814
22,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,29,258.9812759875298
22,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,30,276.61731573020364
22,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,31,247.17871555019036
22,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,32,270.5416261385352
22,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,33,242.95867542530087
22,34,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,34,279.14749224325743
22,35,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,35,269.4457428549497
22,36,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,36,282.03910082159393
22,37,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,37,269.2031021678305
22,38,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan,38,223.59471362126948
23,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,B11,nan,1,256.0660171779824
23,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,B11,nan,2,281.994949366117
23,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,B11,nan,3,263.8528137423861
23,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,B11,nan,4,267.9473160614721
23,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,B11,nan,5,260.8528137423858
23,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,B11,nan,6,243.76860051128148
23,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,B11,nan,7,252.44364197028128
23,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,B11,nan,8,268.3285202615015
23,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,B11,nan,9,256.4041122946071
23,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,B11,nan,10,258.989898732234
23,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,B11,nan,11,270.2990830099785
23,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,B11,nan,12,268.2062485808753
23,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,B11,nan,13,258.936809702795
23,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,B11,nan,14,259.48968588334606
23,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,B11,nan,15,277.2203461105337
23,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,B11,nan,16,274.4314486614617
23,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,B11,nan,17,281.5046173579954
23,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,B11,nan,18,274.2031021678304
23,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,B11,nan,19,251.13613287942906
23,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,B11,nan,20,262.2375900532362
23,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,B11,nan,21,275.62646488755047
23,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,B11,nan,22,280.0954544295054
23,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,B11,nan,23,276.041936545986
23,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,B11,nan,24,255.82694705497903
23,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,B11,nan,25,266.80613254816046
23,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,B11,nan,26,212.81118318204324
23,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,B11,nan,27,267.2203461105332
23,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,B11,nan,28,226.9360748630712
23,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,B11,nan,29,267.8772003600259
23,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,B11,nan,30,273.6327736174962
24,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,1,250.55486911633727
24,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,2,278.50871588145924
24,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,3,252.75230867899762
24,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,4,224.1862870792078
24,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,5,247.90663761154872
24,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,6,267.43514673597235
24,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,7,257.8998009222552
24,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,8,254.91325703014644
24,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,9,238.3502884254442
24,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,10,251.33692573550982
24,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,11,268.39506539883206
24,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,12,288.5807358037438
24,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,13,256.0782104868026
24,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,14,264.92923817377806
24,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,15,267.5617058056305
24,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,16,263.9238815542514
24,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,17,280.8233764908631
24,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,18,262.37877356654803
24,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,19,266.679145545024
24,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,20,242.93607486307118
24,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,21,299.1572270262855
24,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,22,287.7416841548927
24,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,23,259.24883125163694
24,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,24,250.13708498984778
24,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,25,268.73456614590765
24,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,26,264.5444618629274
24,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,27,264.13708498984823
24,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,28,267.1614716074878
24,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,29,261.4838013044717
24,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,30,259.5444618629279
24,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,31,271.4561501083592
24,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,32,280.5096679918785
24,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,33,212.72287142747481
24,34,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,34,193.42135623730988
24,35,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,35,272.1959594928935
24,36,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,36,314.1302483005543
24,37,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,37,277.7382111493397
24,38,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,38,238.53910524340105
24,39,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,39,273.1198410471453
24,40,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,40,287.1959594928936
24,41,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,41,276.4612007422421
24,42,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,42,222.27238392428535
24,43,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,43,258.07821048680205
24,44,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,44,278.7454719897043
24,45,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,45,259.1424416093742
24,46,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,46,238.5010995620724
24,47,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,47,298.8477631085029
24,48,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan,48,244.53405460951828
25,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,1,256.75230867899757
25,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,2,250.3036072312187
25,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,3,269.21856005512296
25,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,4,269.41957018189953
25,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,5,263.6924820655331
25,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,6,265.83556979968324
25,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,7,270.68124086713203
25,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,8,282.75766529852416
25,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,9,281.5985964207427
25,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,10,271.58073580374383
25,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,11,273.9533188057743
25,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,12,270.5358391182238
25,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,13,273.4994050060103
25,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,14,279.61017305526684
25,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,15,262.67523812283
25,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,16,272.7056274847721
25,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,17,279.8772003600257
25,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,18,291.6223663640867
25,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,19,277.4838013044717
25,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,20,273.0660171779824
25,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,21,263.7472580451145
25,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,22,278.8231104883014
25,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,23,274.3898669278147
25,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,24,251.84062043356607
25,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,25,282.83556979968336
25,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,26,285.2592385050468
25,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,27,258.5462479183381
25,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,28,268.4680374315357
25,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,29,279.21856005512313
25,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,30,268.1959594928936
25,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,31,276.0954544295054
25,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,32,269.316229394119
25,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,33,269.4054726522415
25,34,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,34,302.8061325481606
25,35,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,35,260.8513336726187
25,36,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,36,258.76176382198804
25,37,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,37,261.55129855222094
25,38,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,38,277.3624817342643
25,39,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,39,289.14632286214277
25,40,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,40,252.22108095025726
25,41,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,41,257.43259743571065
25,42,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,42,254.40411229460702
25,43,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,43,261.205414635884
25,44,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,44,273.5625397506219
25,45,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan,45,256.90568550112954
26,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,1,277.24116061735225
26,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,2,247.08073138193652
26,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,3,280.1690431365048
26,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,4,266.9047333907103
26,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,5,258.692482065533
26,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,6,252.49147193875635
26,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,7,276.83556979968307
26,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,8,256.2741699796959
26,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,9,271.49063799376506
26,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,10,277.9160927545392
26,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,11,267.8744621941963
26,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,12,261.0096635700711
26,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,13,260.36069567885403
26,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,14,266.49778066870186
26,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,15,262.3876744045848
26,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,16,271.98127598753
26,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,17,280.5096679918785
26,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,18,246.74725804511453
26,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,19,280.0487732352798
26,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,20,271.3943602855447
26,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,21,269.8632209957955
26,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,22,264.7454719897045
26,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,23,275.91883092036846
26,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,24,273.1665222413708
26,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,25,275.94017338653526
26,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,26,250.89980092225522
26,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,27,284.5701112796388
26,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,28,272.6838593208292
26,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,29,271.05918048868915
26,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,30,288.31127631879883
26,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,31,285.6101730552666
26,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,32,279.8061325481603
26,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,33,275.3190651185113
26,34,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,34,285.2705978688752
26,35,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,35,283.6612587585997
26,36,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,36,269.2081528017136
26,37,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,37,272.3434517361511
26,38,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,38,269.3025560155321
26,39,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,39,262.71424868277103
26,40,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,40,253.7779672628666
26,41,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,41,274.29141392239904
26,42,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan,42,239.49147193875618
27,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan,1,266.63961030678956
27,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan,2,266.25230425719036
27,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan,3,275.9333366972419
27,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan,4,269.20724740027293
27,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan,5,253.4161595456886
27,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan,6,259.88939366884557
27,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan,7,258.9119942310751
27,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan,8,275.7332786808843
27,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan,9,252.36658025772812
27,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan,10,259.37461220836684
27,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan,11,292.6295074923188
27,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan,12,270.8812988834899
27,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan,13,279.09040379562225
27,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan,14,251.5147097821467
27,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan,15,266.6744041778388
27,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan,16,265.36248173426424
27,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan,17,268.68124086713215
27,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan,18,266.16652224137084
27,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan,19,252.11805499173454
27,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan,20,264.53815313298196
27,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan,21,268.2325394193533
27,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan,22,281.8640549407869
27,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan,23,271.903899445719
27,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan,24,259.4335495461297
27,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan,25,270.691529955114
27,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan,26,280.3675323681475
27,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan,27,277.1596855520773
27,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan,28,264.2185600551229
27,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan,29,253.56854249492392
27,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan,30,230.47927862993646
27,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan,31,265.859954870618
27,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan,32,258.7106781186551
27,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan,33,264.54624791833805
27,34,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan,34,292.83914036379895
