Count_NonOverlappingWorms,Count_OverlappingWorms,Count_Welloutline,Count_WormObjects,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05ImageMath,ExecutionTime_06MaskImage,ExecutionTime_07MaskImage,ExecutionTime_08IdentifyPrimaryObjects,ExecutionTime_09CorrectIlluminationCalculate,ExecutionTime_10CorrectIlluminationApply,ExecutionTime_11IdentifyPrimaryObjects,ExecutionTime_12ConvertObjectsToImage,ExecutionTime_13UntangleWorms,ExecutionTime_14MeasureObjectSizeShape,ExecutionTime_15MeasureObjectIntensity,FileName_RawBF,ImageNumber,Metadata_Assay,Metadata_Date,Metadata_FileLocation,Metadata_Frame,Metadata_Magnification,Metadata_Plate,Metadata_Series,Metadata_Well,Metadata_wavelength
41.0,41.0,1.0,53.0,0.0,0.0,0.5100000000002183,0.0,0.08999999999969077,0.07000000000016371,0.09999999999990905,1.7399999999997817,225.9399999999996,0.01999999999998181,2.530000000000655,0.02999999999974534,45.929999999999836,0.36999999999989086,0.7599999999997635,20220407-dauerProtocol1-p002-m2X_B05_w1.TIF,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,B05,nan
35.0,35.0,1.0,53.0,0.0,0.0,0.5600000000004002,0.0,0.10999999999967258,0.06000000000040018,0.08999999999969077,1.819999999999709,220.98000000000047,0.01999999999998181,2.480000000000018,0.01999999999998181,41.38000000000011,0.45000000000027285,0.8699999999998909,20220407-dauerProtocol1-p002-m2X_B06_w1.TIF,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,B06,nan
43.0,43.0,1.0,51.0,0.0,0.0,0.6900000000000546,0.0,0.14000000000032742,0.07000000000016371,0.11000000000012733,1.7699999999999818,224.1599999999994,0.04000000000041837,2.6099999999996726,0.01999999999998181,39.90000000000009,0.42000000000007276,0.7099999999995816,20220407-dauerProtocol1-p002-m2X_B07_w1.TIF,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,B07,nan
32.0,32.0,1.0,45.0,0.0,0.0,0.8099999999999454,0.0,0.07999999999992724,0.07000000000016371,0.09999999999990905,1.8200000000001637,224.2199999999998,0.02999999999974534,2.450000000000273,0.010000000000218279,34.289999999999964,0.36000000000012733,0.830000000000382,20220407-dauerProtocol1-p002-m2X_B08_w1.TIF,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,B08,nan
29.0,29.0,1.0,52.0,0.0,0.0,0.680000000000291,0.0,0.07999999999992724,0.06000000000040018,0.10999999999967258,1.7300000000000182,224.30000000000018,0.01999999999998181,2.4299999999998363,0.010000000000218279,33.01000000000022,0.2699999999999818,0.650000000000091,20220407-dauerProtocol1-p002-m2X_B09_w1.TIF,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,B09,nan
38.0,38.0,1.0,51.0,0.0,0.0,0.5399999999999636,0.0,0.07999999999992724,0.06999999999970896,0.09000000000014552,1.580000000000382,217.9399999999996,0.01999999999998181,2.400000000000091,0.010000000000218279,39.5300000000002,0.4399999999995998,0.8099999999999454,20220407-dauerProtocol1-p002-m2X_B10_w1.TIF,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan
30.0,30.0,1.0,46.0,0.0,0.0,0.5099999999997635,0.0,0.0799999999994725,0.06000000000040018,0.09999999999990905,1.6900000000000546,223.60999999999967,0.01999999999998181,2.1900000000000546,0.009999999999763531,33.88000000000011,0.2899999999999636,0.6199999999998909,20220407-dauerProtocol1-p002-m2X_B11_w1.TIF,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,B11,nan
48.0,48.0,1.0,56.0,0.0,0.0,0.830000000000382,0.0,0.07999999999992724,0.05999999999994543,0.09999999999990905,1.6700000000000728,206.0999999999999,0.01999999999998181,2.5,0.01999999999998181,49.5300000000002,0.5199999999999818,0.919999999999618,20220407-dauerProtocol1-p002-m2X_B12_w1.TIF,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan
45.0,45.0,1.0,51.0,0.0,0.0,0.7299999999995634,0.0,0.13000000000010914,0.09999999999990905,0.09999999999990905,1.650000000000091,213.5999999999999,0.03999999999996362,2.4200000000000728,0.009999999999763531,46.32999999999993,0.41000000000030923,0.6799999999998363,20220407-dauerProtocol1-p002-m2X_C01_w1.TIF,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan
42.0,42.0,1.0,54.0,0.0,0.0,0.5500000000001819,0.0,0.11999999999989086,0.05999999999994543,0.09000000000014552,1.800000000000182,216.75999999999976,0.03999999999996362,2.5,0.009999999999763531,52.000000000000455,0.47999999999956344,0.819999999999709,20220407-dauerProtocol1-p002-m2X_C02_w1.TIF,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan
43.0,43.0,1.0,46.0,0.0,0.0,0.6199999999998909,0.0,0.06999999999970896,0.06000000000040018,0.09999999999990905,1.650000000000091,221.90999999999985,0.01999999999998181,2.519999999999527,0.010000000000218279,41.0,0.44000000000005457,0.7799999999997453,20220407-dauerProtocol1-p002-m2X_C03_w1.TIF,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan
39.0,39.0,1.0,59.0,0.0,0.0,0.6900000000005093,0.0,0.0799999999994725,0.06000000000040018,0.08999999999969077,1.7100000000000364,231.73000000000047,0.030000000000654836,2.569999999999709,0.010000000000218279,46.92000000000007,0.42000000000007276,0.75,20220407-dauerProtocol1-p002-m2X_C04_w1.TIF,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,C04,nan
26.0,26.0,1.0,56.0,0.0,0.0,0.6799999999998363,0.0,0.0799999999994725,0.06000000000040018,0.09999999999990905,1.7899999999995089,232.01000000000022,0.009999999999763531,2.5599999999999454,0.019999999999527063,36.870000000000346,0.34999999999990905,0.7899999999999636,20220407-dauerProtocol1-p002-m2X_C05_w1.TIF,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,C05,nan
41.0,41.0,1.0,67.0,0.0,0.0,0.47999999999956344,0.0,0.07000000000061846,0.06999999999970896,0.0999999999994543,1.7800000000006548,231.76999999999953,0.030000000000654836,2.5799999999999272,0.019999999999527063,51.960000000000036,0.4399999999986903,0.840000000001055,20220407-dauerProtocol1-p002-m2X_C06_w1.TIF,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,C06,nan
28.0,28.0,1.0,35.0,0.0,0.0,0.5199999999999818,0.0,0.09000000000014552,0.05999999999949068,0.11000000000012733,1.7600000000002183,231.5899999999997,0.020000000000436557,2.5599999999994907,0.020000000000436557,32.07999999999993,0.4000000000005457,0.8599999999996726,20220407-dauerProtocol1-p002-m2X_C07_w1.TIF,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,C07,nan
39.0,39.0,1.0,59.0,0.0,0.0,0.5500000000010914,0.0,0.06999999999879947,0.06000000000040018,0.0999999999994543,1.6000000000003638,229.85999999999967,0.030000000000654836,2.4199999999991633,0.010000000000218279,44.539999999999964,0.38000000000101863,0.6899999999995998,20220407-dauerProtocol1-p002-m2X_C08_w1.TIF,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,C08,nan
32.0,32.0,1.0,54.0,0.0,0.0,0.5300000000006548,0.0,0.07999999999992724,0.06000000000040018,0.0999999999994543,1.730000000000473,229.60999999999967,0.030000000000654836,2.4000000000005457,0.009999999999308784,39.44999999999982,0.4399999999995998,0.8600000000005821,20220407-dauerProtocol1-p002-m2X_C09_w1.TIF,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,C09,nan
37.0,37.0,1.0,54.0,0.0,0.0,0.4400000000005093,0.0,0.07000000000061846,0.07000000000061846,0.07999999999901775,1.5600000000004002,231.60999999999967,0.040000000000873115,2.5399999999999636,0.020000000000436557,44.72999999999956,0.42000000000007276,0.909999999998945,20220407-dauerProtocol1-p002-m2X_C10_w1.TIF,34,dauerProtocol1,20220407,nan,0,m2X,p002,0,C10,nan
41.0,41.0,1.0,44.0,0.0,0.0,0.4600000000009459,0.0,0.07999999999992724,0.07000000000061846,0.07999999999992724,1.7999999999992724,231.02999999999975,0.020000000000436557,2.509999999999309,0.020000000000436557,45.3100000000004,0.41999999999916326,0.8100000000004002,20220407-dauerProtocol1-p002-m2X_C11_w1.TIF,35,dauerProtocol1,20220407,nan,0,m2X,p002,0,C11,nan
38.0,38.0,1.0,58.0,0.0,0.0,0.4400000000005093,0.0,0.06999999999970896,0.05999999999949068,0.09000000000014552,1.5799999999999272,230.96000000000004,0.02999999999974534,2.4099999999998545,0.020000000000436557,41.66999999999916,0.42000000000098225,0.8300000000008367,20220407-dauerProtocol1-p002-m2X_C12_w1.TIF,36,dauerProtocol1,20220407,nan,0,m2X,p002,0,C12,nan
31.0,31.0,1.0,43.0,0.0,0.0,0.46999999999934516,0.0,0.07999999999992724,0.05999999999949068,0.09000000000014552,1.7100000000000364,230.53000000000065,0.02999999999974534,2.449999999999818,0.009999999999308784,36.85999999999967,0.38000000000101863,0.8899999999994179,20220407-dauerProtocol1-p002-m2X_D01_w1.TIF,37,dauerProtocol1,20220407,nan,0,m2X,p002,0,D01,nan
40.0,40.0,1.0,59.0,0.0,0.0,0.47999999999956344,0.0,0.09000000000014552,0.05999999999949068,0.10999999999967258,1.5400000000008731,229.39000000000033,0.029999999998835847,2.4700000000002547,0.010000000000218279,46.81999999999971,0.5499999999992724,0.8299999999999272,20220407-dauerProtocol1-p002-m2X_D02_w1.TIF,38,dauerProtocol1,20220407,nan,0,m2X,p002,0,D02,nan
49.0,49.0,1.0,66.0,0.0,0.0,0.4599999999991269,0.0,0.4899999999997817,0.0500000000001819,0.1000000000003638,1.7299999999995634,229.8699999999999,0.020000000000436557,2.5200000000004366,0.010000000000218279,51.0,0.5599999999994907,0.8999999999996362,20220407-dauerProtocol1-p002-m2X_D03_w1.TIF,39,dauerProtocol1,20220407,nan,0,m2X,p002,0,D03,nan
37.0,37.0,1.0,56.0,0.0,0.0,0.47000000000025466,0.0,0.1000000000003638,0.0500000000001819,0.0999999999994543,1.4900000000006912,232.0699999999997,0.020000000000436557,2.3799999999991996,0.010000000000218279,46.61999999999989,0.4600000000000364,0.8099999999994907,20220407-dauerProtocol1-p002-m2X_D04_w1.TIF,40,dauerProtocol1,20220407,nan,0,m2X,p002,0,D04,nan
40.0,40.0,1.0,57.0,0.0,0.0,0.48000000000047294,0.0,0.07999999999901775,0.07000000000061846,0.09000000000014552,1.6699999999991633,232.39000000000033,0.019999999999527063,2.4799999999995634,0.030000000000654836,45.970000000000255,0.36999999999898137,0.7100000000009459,20220407-dauerProtocol1-p002-m2X_D05_w1.TIF,41,dauerProtocol1,20220407,nan,0,m2X,p002,0,D05,nan
34.0,34.0,1.0,55.0,0.0,0.0,0.37999999999919964,0.0,0.05999999999949068,0.08000000000083674,0.09000000000014552,1.4899999999997817,231.0600000000004,0.019999999999527063,2.5299999999997453,0.010000000000218279,43.68000000000029,0.4600000000000364,0.819999999999709,20220407-dauerProtocol1-p002-m2X_D06_w1.TIF,42,dauerProtocol1,20220407,nan,0,m2X,p002,0,D06,nan
38.0,38.0,1.0,59.0,0.0,0.0,0.4600000000000364,0.0,0.06999999999970896,0.08000000000083674,0.09000000000014552,1.7400000000006912,231.7599999999993,0.019999999999527063,2.5900000000001455,0.010000000000218279,46.01999999999953,0.5100000000002183,0.8699999999998909,20220407-dauerProtocol1-p002-m2X_D07_w1.TIF,43,dauerProtocol1,20220407,nan,0,m2X,p002,0,D07,nan
41.0,41.0,1.0,59.0,0.0,0.0,0.6000000000003638,0.0,0.08000000000083674,0.07000000000061846,0.1000000000003638,1.7799999999997453,231.51000000000022,0.019999999999527063,2.4400000000005093,0.010000000000218279,47.899999999999636,0.37999999999919964,0.660000000000764,20220407-dauerProtocol1-p002-m2X_D08_w1.TIF,44,dauerProtocol1,20220407,nan,0,m2X,p002,0,D08,nan
32.0,32.0,1.0,51.0,0.0,0.0,0.5200000000004366,0.0,0.07999999999992724,0.06000000000040018,0.0999999999994543,1.800000000000182,231.94999999999982,0.020000000000436557,2.540000000000873,0.009999999999308784,39.02000000000044,0.37999999999919964,0.7400000000006912,20220407-dauerProtocol1-p002-m2X_D09_w1.TIF,45,dauerProtocol1,20220407,nan,0,m2X,p002,0,D09,nan
40.0,40.0,1.0,62.0,0.0,0.0,0.42000000000007276,0.0,0.07999999999992724,0.07999999999992724,0.09000000000014552,1.5399999999990541,231.05000000000018,0.030000000000654836,2.460000000000946,0.010000000000218279,43.06999999999971,0.47999999999956344,0.8100000000004002,20220407-dauerProtocol1-p002-m2X_D10_w1.TIF,46,dauerProtocol1,20220407,nan,0,m2X,p002,0,D10,nan
43.0,43.0,1.0,52.0,0.0,0.0,0.48000000000047294,0.0,0.07999999999901775,0.06000000000040018,0.1000000000003638,1.75,230.32999999999993,0.02999999999974534,2.639999999999418,0.020000000000436557,51.24000000000069,0.5300000000006548,0.8599999999996726,20220407-dauerProtocol1-p002-m2X_D11_w1.TIF,47,dauerProtocol1,20220407,nan,0,m2X,p002,0,D11,nan
42.0,42.0,1.0,54.0,0.0,0.0,0.680000000000291,0.0,0.09000000000014552,0.05999999999949068,0.07999999999992724,1.75,223.17000000000007,0.030000000000654836,2.4400000000005093,0.019999999998617568,48.89000000000124,0.4400000000005093,0.7899999999999636,20220407-dauerProtocol1-p002-m2X_D12_w1.TIF,48,dauerProtocol1,20220407,nan,0,m2X,p002,0,D12,nan
37.0,37.0,1.0,60.0,0.0,0.0,0.41999999999916326,0.0,0.07999999999992724,0.06000000000040018,0.09000000000014552,1.6899999999995998,225.35000000000036,0.02999999999974534,2.4499999999989086,0.010000000000218279,43.68000000000029,0.42999999999938154,0.7900000000008731,20220407-dauerProtocol1-p002-m2X_E01_w1.TIF,49,dauerProtocol1,20220407,nan,0,m2X,p002,0,E01,nan
43.0,43.0,1.0,55.0,0.0,0.0,0.5500000000001819,0.0,0.07999999999992724,0.05999999999949068,0.11000000000058208,1.6899999999995998,230.28000000000065,0.019999999999527063,2.5000000000009095,0.009999999999308784,43.07999999999993,0.47999999999956344,0.8099999999994907,20220407-dauerProtocol1-p002-m2X_E02_w1.TIF,50,dauerProtocol1,20220407,nan,0,m2X,p002,0,E02,nan
33.0,33.0,1.0,58.0,0.0,0.0,0.4999999999990905,0.0,0.08000000000083674,0.06999999999970896,0.0999999999994543,1.7399999999997817,230.82000000000062,0.030000000000654836,2.5099999999983993,0.010000000000218279,41.26000000000022,0.410000000000764,0.7699999999995271,20220407-dauerProtocol1-p002-m2X_E03_w1.TIF,51,dauerProtocol1,20220407,nan,0,m2X,p002,0,E03,nan
31.0,31.0,1.0,50.0,0.0,0.0,0.4899999999997817,0.0,0.09000000000014552,0.05999999999949068,0.10999999999967258,1.7299999999995634,236.98000000000047,0.02999999999974534,2.5500000000010914,0.009999999999308784,42.659999999999854,0.4099999999998545,0.7600000000002183,20220407-dauerProtocol1-p002-m2X_E04_w1.TIF,52,dauerProtocol1,20220407,nan,0,m2X,p002,0,E04,nan
28.0,28.0,1.0,48.0,0.0,0.0,0.5799999999999272,0.0,0.07999999999901775,0.07000000000061846,0.0999999999994543,1.7900000000008731,236.90999999999894,0.020000000000436557,2.5100000000002183,0.010000000000218279,36.92999999999938,0.3900000000003274,0.8000000000001819,20220407-dauerProtocol1-p002-m2X_E05_w1.TIF,53,dauerProtocol1,20220407,nan,0,m2X,p002,0,E05,nan
35.0,35.0,1.0,63.0,0.0,0.0,0.37000000000080036,0.0,0.05999999999949068,0.05999999999949068,0.1000000000003638,1.5999999999994543,234.1800000000003,0.029999999998835847,2.5700000000006185,0.019999999999527063,44.650000000001455,0.4600000000000364,0.7700000000004366,20220407-dauerProtocol1-p002-m2X_E06_w1.TIF,54,dauerProtocol1,20220407,nan,0,m2X,p002,0,E06,nan
32.0,32.0,1.0,52.0,0.0,0.0,0.42999999999938154,0.0,0.09000000000014552,0.06999999999879947,0.09000000000014552,1.75,234.27000000000044,0.019999999999527063,2.610000000000582,0.020000000000436557,41.5600000000004,0.32999999999901775,0.7300000000004729,20220407-dauerProtocol1-p002-m2X_E07_w1.TIF,55,dauerProtocol1,20220407,nan,0,m2X,p002,0,E07,nan
33.0,33.0,1.0,46.0,0.0,0.0,0.4399999999995998,0.0,0.06999999999970896,0.05999999999949068,0.09000000000014552,1.6299999999991996,232.8600000000015,0.029999999998835847,2.430000000000291,0.010000000000218279,42.149999999999636,0.4099999999998545,0.8099999999994907,20220407-dauerProtocol1-p002-m2X_E08_w1.TIF,56,dauerProtocol1,20220407,nan,0,m2X,p002,0,E08,nan
26.0,26.0,1.0,55.0,0.0,0.0,0.4500000000007276,0.0,0.07999999999901775,0.06000000000040018,0.1000000000003638,1.7399999999997817,232.8100000000004,0.02999999999974534,2.509999999999309,0.020000000000436557,37.11999999999989,0.3599999999996726,0.7600000000002183,20220407-dauerProtocol1-p002-m2X_E09_w1.TIF,57,dauerProtocol1,20220407,nan,0,m2X,p002,0,E09,nan
29.0,29.0,1.0,41.0,0.0,0.0,0.3900000000003274,0.0,0.08000000000083674,0.06999999999970896,0.1000000000003638,1.4600000000000364,233.57000000000062,0.020000000000436557,2.469999999999345,0.010000000000218279,36.6299999999992,0.33000000000174623,0.8299999999999272,20220407-dauerProtocol1-p002-m2X_E10_w1.TIF,58,dauerProtocol1,20220407,nan,0,m2X,p002,0,E10,nan
37.0,37.0,1.0,58.0,0.0,0.0,0.3899999999994179,0.0,0.07999999999992724,0.05999999999949068,0.11000000000058208,1.6199999999989814,233.09000000000015,0.030000000000654836,2.4200000000000728,0.00999999999839929,47.030000000000655,0.4899999999997817,0.8100000000013097,20220407-dauerProtocol1-p002-m2X_E11_w1.TIF,59,dauerProtocol1,20220407,nan,0,m2X,p002,0,E11,nan
31.0,31.0,1.0,56.0,0.0,0.0,0.3500000000003638,0.0,0.05999999999949068,0.06999999999970896,0.07999999999992724,1.5900000000001455,230.4399999999987,0.020000000000436557,2.4799999999995634,0.010000000000218279,37.79000000000087,0.4000000000014552,0.7799999999988358,20220407-dauerProtocol1-p002-m2X_E12_w1.TIF,60,dauerProtocol1,20220407,nan,0,m2X,p002,0,E12,nan
31.0,31.0,1.0,47.0,0.0,0.0,0.4099999999998545,0.0,0.09000000000014552,0.06000000000130967,0.1099999999969441,1.7200000000011642,229.23000000000138,0.029999999998835847,2.499999999998181,0.010000000000218279,36.81999999999971,0.3500000000003638,0.7400000000016007,20220407-dauerProtocol1-p002-m2X_F01_w1.TIF,61,dauerProtocol1,20220407,nan,0,m2X,p002,0,F01,nan
34.0,34.0,1.0,62.0,0.0,0.0,0.6599999999998545,0.0,0.05999999999949068,0.06000000000130967,0.1000000000003638,1.5499999999974534,226.33000000000175,0.020000000000436557,2.5,0.020000000000436557,38.399999999999636,0.4099999999998545,0.8799999999991996,20220407-dauerProtocol1-p002-m2X_F02_w1.TIF,62,dauerProtocol1,20220407,nan,0,m2X,p002,0,F02,nan
28.0,28.0,1.0,52.0,0.0,0.0,0.43000000000211,0.0,0.5099999999983993,0.049999999999272404,0.1000000000003638,1.7200000000011642,226.92000000000007,0.029999999998835847,2.4799999999995634,0.010000000000218279,34.48999999999978,0.2900000000008731,0.6399999999994179,20220407-dauerProtocol1-p002-m2X_F03_w1.TIF,63,dauerProtocol1,20220407,nan,0,m2X,p002,0,F03,nan
36.0,36.0,1.0,55.0,0.0,0.0,0.47999999999956344,0.0,0.05999999999949068,0.07000000000152795,0.09000000000014552,1.359999999998763,223.41000000000167,0.019999999998617568,2.499999999998181,0.020000000000436557,41.27000000000044,0.4099999999998545,0.75,20220407-dauerProtocol1-p002-m2X_F04_w1.TIF,64,dauerProtocol1,20220407,nan,0,m2X,p002,0,F04,nan
39.0,39.0,1.0,67.0,0.0,0.0,0.4600000000009459,0.0,0.07999999999992724,0.059999999997671694,0.1000000000003638,1.6500000000014552,225.92000000000007,0.030000000000654836,2.4799999999995634,0.020000000000436557,43.350000000000364,0.37999999999919964,0.7000000000007276,20220407-dauerProtocol1-p002-m2X_F05_w1.TIF,65,dauerProtocol1,20220407,nan,0,m2X,p002,0,F05,nan
34.0,34.0,1.0,52.0,0.0,0.0,0.36000000000240107,0.0,0.06999999999970896,0.05999999999949068,0.1000000000003638,1.5300000000006548,220.25,0.030000000000654836,2.4499999999989086,0.010000000000218279,38.22999999999956,0.46999999999934516,0.8299999999999272,20220407-dauerProtocol1-p002-m2X_F06_w1.TIF,66,dauerProtocol1,20220407,nan,0,m2X,p002,0,F06,nan
