ImageNumber,ObjectNumber,Metadata_Date,Metadata_Experiment,Metadata_Group,Metadata_Magnification,Metadata_Plate,Metadata_Well,FileName_RawBF,FileName_RawRFP,FileName_wellmask_98.png,PathName_RawBF,PathName_RawRFP,PathName_wellmask_98.png,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Intensity_IntegratedIntensityEdge_MaskedRFP,Intensity_IntegratedIntensity_MaskedRFP,Intensity_LowerQuartileIntensity_MaskedRFP,Intensity_MADIntensity_MaskedRFP,Intensity_MassDisplacement_MaskedRFP,Intensity_MaxIntensityEdge_MaskedRFP,Intensity_MaxIntensity_MaskedRFP,Intensity_MeanIntensityEdge_MaskedRFP,Intensity_MeanIntensity_MaskedRFP,Intensity_MedianIntensity_MaskedRFP,Intensity_MinIntensityEdge_MaskedRFP,Intensity_MinIntensity_MaskedRFP,Intensity_StdIntensityEdge_MaskedRFP,Intensity_StdIntensity_MaskedRFP,Intensity_UpperQuartileIntensity_MaskedRFP,Location_CenterMassIntensity_X_MaskedRFP,Location_CenterMassIntensity_Y_MaskedRFP,Location_CenterMassIntensity_Z_MaskedRFP,Location_Center_X,Location_Center_Y,Location_MaxIntensity_X_MaskedRFP,Location_MaxIntensity_Y_MaskedRFP,Location_MaxIntensity_Z_MaskedRFP,Number_Object_Number,Parent_WormObjects,Worm_Angle_1,Worm_Angle_10,Worm_Angle_11,Worm_Angle_12,Worm_Angle_13,Worm_Angle_14,Worm_Angle_15,Worm_Angle_16,Worm_Angle_17,Worm_Angle_18,Worm_Angle_19,Worm_Angle_2,Worm_Angle_3,Worm_Angle_4,Worm_Angle_5,Worm_Angle_6,Worm_Angle_7,Worm_Angle_8,Worm_Angle_9,Worm_ControlPointX_1,Worm_ControlPointX_10,Worm_ControlPointX_11,Worm_ControlPointX_12,Worm_ControlPointX_13,Worm_ControlPointX_14,Worm_ControlPointX_15,Worm_ControlPointX_16,Worm_ControlPointX_17,Worm_ControlPointX_18,Worm_ControlPointX_19,Worm_ControlPointX_2,Worm_ControlPointX_20,Worm_ControlPointX_21,Worm_ControlPointX_3,Worm_ControlPointX_4,Worm_ControlPointX_5,Worm_ControlPointX_6,Worm_ControlPointX_7,Worm_ControlPointX_8,Worm_ControlPointX_9,Worm_ControlPointY_1,Worm_ControlPointY_10,Worm_ControlPointY_11,Worm_ControlPointY_12,Worm_ControlPointY_13,Worm_ControlPointY_14,Worm_ControlPointY_15,Worm_ControlPointY_16,Worm_ControlPointY_17,Worm_ControlPointY_18,Worm_ControlPointY_19,Worm_ControlPointY_2,Worm_ControlPointY_20,Worm_ControlPointY_21,Worm_ControlPointY_3,Worm_ControlPointY_4,Worm_ControlPointY_5,Worm_ControlPointY_6,Worm_ControlPointY_7,Worm_ControlPointY_8,Worm_ControlPointY_9,Worm_Length,Worm_MeanIntensity_StraightenedImage_T1of1_L1of3,Worm_MeanIntensity_StraightenedImage_T1of1_L2of3,Worm_MeanIntensity_StraightenedImage_T1of1_L3of3,Worm_StdIntensity_StraightenedImage_T1of1_L1of3,Worm_StdIntensity_StraightenedImage_T1of1_L2of3,Worm_StdIntensity_StraightenedImage_T1of1_L3of3
21,1,20220420,dauerProtocol2,p001_B09,m2X,p001,B09,20220420-dauerProtocol2-p001-m2X_B09_w1.TIF,20220420-dauerProtocol2-p001-m2X_B09_w2.TIF,wellmask_98.png,/projects/b1059/projects/Tim/cellprofiler-nf/20220420_dauerProtocol2/raw_images/,/projects/b1059/projects/Tim/cellprofiler-nf/20220420_dauerProtocol2/raw_images/,/projects/b1059/projects/Tim/cellprofiler-nf/input_data/well_masks/,2425,5200,1507,1040,1299,1015,1401.9670103092783,1026.1224742268041,6.306017250467179,2755,0.997445345518463,55.566229816164146,1,0.46634615384615385,0.15857869718417203,213.1574417069446,207.54276667713572,8.0,3.5176904084565948,3.0,15.851411835472707,15.226638481741757,-85.16739802170729,438.3675323681471,0.8802177858439202,11.40370798483491,65.57949211448431,0.026260776445269585,0.0007324330508708954,0.5670769655650331,0.032455939799547195,0.03494315966963768,0.027412759578930072,0.02704308953174611,0.02699320949614048,0.02522316388785839,0.02369726076722145,0.001008346275235428,0.0011977721575501179,0.027725642547011375,1401.4036575536738,1026.1873584130694,0.0,1401.9670103092783,1026.1224742268041,1430.0,1022.0,0.0,1,18,0.09965408171775492,0.08048511607424347,-0.09763312300952709,0.09763312300952931,0.0,-0.029634403633421957,-0.0007085545094507317,-0.02636054797655385,0.0768741318377959,0.03299455419935837,0.13856477561819247,0.0,-0.034384731132696356,-0.041088779022932176,0.07547351015562853,0.0,-0.0996540817177527,0.06609584109385613,-0.13900274926851663,1505.0,1412.3545941546017,1402.9142135623729,1392.0843145750507,1381.6686291501014,1370.838730162779,1360.0088311754566,1350.883883476483,1341.761522368915,1331.1746951672794,1320.587867965644,1494.998528137424,1310.0014718625762,1300.0,1483.7544155877285,1473.3387301627793,1464.7029437251522,1455.4068542494924,1444.162741699797,1432.9186291501014,1422.9171572875252,1020.0,1023.3545941546017,1025.0,1026.0,1028.0,1029.0,1030.0,1031.116116523517,1032.238477631085,1033.8253048327206,1034.587867965644,1021.0,1035.0,1034.0,1021.0,1021.0,1021.2970562748477,1022.0,1022.0,1022.0,1023.0,224.88225099390874,0.027210199053912105,0.02669727429444024,0.027312077881691772,0.000991888440205842,0.0013516580322975626,0.0008547049917567408
32,1,20220420,dauerProtocol2,p001_C08,m2X,p001,C08,20220420-dauerProtocol2-p001-m2X_C08_w1.TIF,20220420-dauerProtocol2-p001-m2X_C08_w2.TIF,wellmask_98.png,/projects/b1059/projects/Tim/cellprofiler-nf/20220420_dauerProtocol2/raw_images/,/projects/b1059/projects/Tim/cellprofiler-nf/20220420_dauerProtocol2/raw_images/,/projects/b1059/projects/Tim/cellprofiler-nf/input_data/well_masks/,2732,15836,1507,455,1293,381,1401.196925329429,423.0743045387994,6.950154266607568,3456,0.9968678023339186,58.978728675824,1,0.1725183127052286,0.14388169839690607,231.5793354102656,224.8399430706208,7.280109889280518,3.523982834416491,3.1622776601683795,20.109139343117896,18.314667616249658,-70.64317588428963,488.4751801064719,0.7905092592592593,13.030457044020295,81.46938307210803,0.02871747873723507,0.0009765774011611938,0.15001991671521842,0.034195467829704285,0.04647897928953171,0.030444993093505363,0.029820418401210847,0.029694056138396263,0.027664607390761375,0.025818265974521637,0.0010658442035454024,0.001757909855449388,0.030670633539557457,1401.048384420164,423.09531819355004,0.0,1401.196925329429,423.0743045387994,1356.0,440.0,0.0,1,1,0.26533719035105374,-0.08551856536267533,0.3259634274540164,-0.19104407645765198,0.09663623004884547,0.0944078464088065,0.0,0.0,-0.0944078464088065,0.0944078464088065,-0.013738151747745508,-0.14133766328894426,-0.022730369161976238,-0.041349419052798986,0.08716348738129298,0.016466521611497864,0.0,0.0,-0.049400785633689104,1505.0,1412.6730143637353,1402.4918573249374,1392.4952923863407,1381.2752286351651,1370.8835920087358,1360.0777418199336,1348.857678068758,1337.6376143175826,1326.417550566407,1315.6117003776048,1495.3088575233178,1304.3916366264293,1294.0,1484.8211045082976,1474.4855149343205,1464.3592752069294,1454.169395115297,1443.8479242430233,1433.456287616594,1423.0646509901646,382.0,421.0,425.5081426750626,431.0,433.0,437.0,440.0,442.0,444.0,446.0,449.0,387.69114247668233,451.0,453.0,390.5447238729256,395.0,399.6407247930704,404.8306048847031,409.0,413.0,417.0,240.96981751843384,0.030336013609736125,0.02948431015221225,0.029657649252886078,0.0013800266136991973,0.002030639287785595,0.0013548232971884828
32,2,20220420,dauerProtocol2,p001_C08,m2X,p001,C08,20220420-dauerProtocol2-p001-m2X_C08_w1.TIF,20220420-dauerProtocol2-p001-m2X_C08_w2.TIF,wellmask_98.png,/projects/b1059/projects/Tim/cellprofiler-nf/20220420_dauerProtocol2/raw_images/,/projects/b1059/projects/Tim/cellprofiler-nf/20220420_dauerProtocol2/raw_images/,/projects/b1059/projects/Tim/cellprofiler-nf/input_data/well_masks/,2763,26754,798,679,651,497,727.9171190734709,589.9855229822657,7.070085459645099,3446,0.9973754325212502,59.31240057612957,1,0.1032742767436645,0.1414410060115734,239.5218235269707,231.91808898833224,7.211102550927978,3.482349872509509,3.605551275463989,19.829825643678713,17.342184922142867,-38.885732778449494,495.4589821842953,0.801799187463726,10.558770179748535,73.7125965859741,0.025726711377501488,0.0008926521986722946,0.5026490063557034,0.034287020564079285,0.03962767869234085,0.027568590547646307,0.02667846420049732,0.02670328877866268,0.02561989799141884,0.022659648209810257,0.0009943255436759965,0.0014437172678279176,0.027527276426553726,728.15832682904,589.5445299639041,0.0,727.9171190734709,589.9855229822657,749.0,569.0,0.0,2,3,-0.00731227845209359,0.04004241616084503,-0.0599297544798465,-1.4654943925052066e-14,8.43769498715119e-15,-7.549516567451064e-15,-0.009867932171327087,-0.0296446746455854,-0.011606499863330733,-0.03154555356756772,0.39634712526143545,-0.09324244363491774,1.2434497875801753e-14,-7.105427357601002e-15,0.07985039007912187,-0.026674323446949533,-0.053176066632168784,0.23352363215320837,-0.01981333778030292,796.0,739.2777966439774,731.1247400582131,722.5845228705764,714.7514124641261,706.9183020576761,699.0851916512258,691.2520812447757,683.5069804076554,676.0,668.6572194406558,789.4075904018707,661.7117900628906,652.0,782.6977402177783,776.9859501548879,771.2741600919971,765.5623700291067,759.0,752.7245763409522,747.0127862780616,498.0,582.0416525170169,590.8752599417868,599.4154771294236,608.2485875358738,617.0816979423239,625.9148083487742,634.7479187552244,643.6573594564595,652.8283224810766,662.0141708390162,507.0,671.2882099371094,677.0,516.3022597822215,526.0140498451121,535.7258399080029,545.4376299708933,554.7970982758945,564.2754236590476,573.9872137219382,241.5538194473553,0.02712110568826542,0.026491214364455153,0.026387724608490887,0.001160442090089181,0.0015262835169183712,0.0013254569611085272
32,3,20220420,dauerProtocol2,p001_C08,m2X,p001,C08,20220420-dauerProtocol2-p001-m2X_C08_w1.TIF,20220420-dauerProtocol2-p001-m2X_C08_w2.TIF,wellmask_98.png,/projects/b1059/projects/Tim/cellprofiler-nf/20220420_dauerProtocol2/raw_images/,/projects/b1059/projects/Tim/cellprofiler-nf/20220420_dauerProtocol2/raw_images/,/projects/b1059/projects/Tim/cellprofiler-nf/input_data/well_masks/,2714,16324,1281,602,1069,525,1172.2394988946205,568.6580692704496,6.98642356826743,3304,0.9974340021281378,58.784114558367136,1,0.16625827003185495,0.14313475131139108,230.65363009445653,223.93302570188257,7.280109889280518,3.5177201575559014,3.1622776601683795,17.193449354720123,16.512949747774183,71.59326188978018,488.13203435596427,0.8214285714285714,11.872953452169895,74.94615123420954,0.02673380635678768,0.0007629506289958954,0.9869780218712161,0.03648431971669197,0.03772030398249626,0.027870782751572523,0.027614646733312282,0.027435721829533577,0.02548256702721119,0.0240634772926569,0.0010676889081604587,0.0014016588366991285,0.02829022705554962,1173.1923822799365,568.9152440546831,0.0,1172.2394988946205,568.6580692704496,1159.0,567.0,0.0,3,7,-0.1839323310896352,0.015602795737058195,-0.06952154275030564,1.0880185641326534e-14,0.009766969011002935,-0.019510694279393503,0.009743725268385128,0.0,0.0,0.03233112125306786,-0.13618130155777627,-0.047182767022879435,0.0338080370561315,-0.09723060202488337,0.0,-0.038523225101237346,-0.020048472371258674,0.03148223381288118,-0.01575789232306174,1070.0,1161.7213421723163,1172.2802551058653,1182.7725492600766,1193.5629715108876,1204.353393761698,1215.1016932776881,1225.9342382633192,1236.72466051413,1247.5150827649406,1258.3055050157514,1079.0944468394816,1268.7339802852646,1279.0,1089.062852351466,1099.348666190203,1109.3106613162672,1119.6868700047048,1130.0630786931424,1140.6035163052184,1151.229709632391,526.0,566.7213421723163,570.2802551058654,574.0,577.0,580.0,583.1016932776881,586.0,589.0,592.0,595.0,533.0944468394817,598.2660197147354,600.0,538.2657130878665,543.0,548.0,552.0,556.0,559.6035163052184,563.0,240.66125875859962,0.027402833678131032,0.02755414949029696,0.027916130380683635,0.0010078792663659067,0.0017688757154152497,0.0009471465113825396
32,4,20220420,dauerProtocol2,p001_C08,m2X,p001,C08,20220420-dauerProtocol2-p001-m2X_C08_w1.TIF,20220420-dauerProtocol2-p001-m2X_C08_w2.TIF,wellmask_98.png,/projects/b1059/projects/Tim/cellprofiler-nf/20220420_dauerProtocol2/raw_images/,/projects/b1059/projects/Tim/cellprofiler-nf/20220420_dauerProtocol2/raw_images/,/projects/b1059/projects/Tim/cellprofiler-nf/input_data/well_masks/,2426,21172,1298,1394,1164,1236,1234.4732069249794,1310.9983511953833,6.221731597469731,2954,0.9967961539866154,55.57768558987955,1,0.11458530134139429,0.16072695910037046,210.52212925141163,205.11703976023054,7.211102550927978,3.485417407268185,3.605551275463989,18.037472060895762,16.838385063898688,40.0670077111906,435.517856687341,0.8212593094109681,9.466697216033936,68.33940671011806,0.027450980618596077,0.0005798414349555969,0.13876911715266993,0.059449151158332825,0.059449151158332825,0.028428520168270077,0.02816958232074116,0.028030823916196823,0.02557412162423134,0.02545204944908619,0.0021079006025416505,0.0015479320938135616,0.02861066535115242,1234.413931266383,1310.872879030449,0.0,1234.4732069249794,1310.9983511953833,1266.0,1337.0,0.0,4,24,-0.06698844445145968,0.1401564851058772,-0.07172536795007789,0.07172536795006434,0.005230066457593274,0.057737684728801475,0.011509699272506224,-0.05889655758982648,0.042910164612320334,-0.058491057481394826,0.07447745045891341,-0.0014426727043236331,0.0,0.13686223431156663,0.0,-0.06843111715578332,0.06843111715578332,0.0,-0.0684311171557993,1165.0,1229.9002624695927,1236.9883644670258,1243.0764664644587,1249.8716752430782,1255.9597772405111,1262.109950616441,1267.680810356395,1273.0618055726416,1279.0,1284.5309027863207,1172.0881019974331,1290.6190047837536,1296.0,1180.0409078004425,1187.836116579062,1195.6313253576816,1202.4265341363011,1209.2217429149207,1216.3098449123536,1223.1050536909731,1237.0,1302.9002624695927,1309.9883644670256,1318.0764664644587,1325.8716752430782,1333.9597772405111,1342.2199012328817,1350.680810356395,1359.0618055726413,1367.2120013187016,1375.5309027863207,1244.0881019974331,1383.6190047837536,1392.0,1251.0409078004425,1257.836116579062,1264.6313253576816,1272.4265341363011,1280.2217429149207,1287.3098449123536,1295.1050536909731,212.19752827760843,0.02814831653424881,0.0280120813510607,0.02833602818624151,0.0008229524254738517,0.0014741830080076083,0.001903040644457856
32,5,20220420,dauerProtocol2,p001_C08,m2X,p001,C08,20220420-dauerProtocol2-p001-m2X_C08_w1.TIF,20220420-dauerProtocol2-p001-m2X_C08_w2.TIF,wellmask_98.png,/projects/b1059/projects/Tim/cellprofiler-nf/20220420_dauerProtocol2/raw_images/,/projects/b1059/projects/Tim/cellprofiler-nf/20220420_dauerProtocol2/raw_images/,/projects/b1059/projects/Tim/cellprofiler-nf/input_data/well_masks/,2797,26410,383,1488,244,1298,315.61172685019665,1390.0336074365391,7.033774761347268,3137,0.9979043033407348,59.676218099208086,1,0.10590685346459675,0.14217117180028344,239.49377058508466,233.43093196918014,7.211102550927978,3.5105935839703344,3.605551275463989,15.518142556939235,15.496933637899453,35.900351871080574,497.216341497176,0.8916161938157475,11.543450113385916,80.9024188797921,0.027649348601698875,0.0011902041733264923,0.8323330332409978,0.03820859268307686,0.03820859268307686,0.02990531117457491,0.02892471179113053,0.028915846720337868,0.026565957814455032,0.024124514311552048,0.0014763609795637516,0.001846420170165081,0.03001449629664421,315.05706421844224,1389.4130209049745,0.0,315.61172685019665,1390.0336074365391,301.0,1356.0,0.0,5,26,0.0030240155400499402,0.03631441722832285,-0.07254056595328429,-0.00040693104582956163,0.063653836981028,-0.03320637728908038,0.002262494685669747,-0.03270995437762936,0.12906814367789976,9.992007221626409e-15,0.06667010908286364,0.05844770752807493,-0.1824187542719845,0.24231731498532638,-0.029864509492097513,0.003089855082076709,0.0305299306777298,0.09334171507459943,-0.12036247228484354,245.0,309.0,315.85355339059356,322.0,329.2585786437629,336.5217514421274,343.0778174593054,350.0,356.89705627484784,364.16022907321235,370.00918830920375,252.9702795795511,375.85814754519515,381.0,260.5263455967291,267.78951839509364,276.3455844122717,283.07322330470345,290.0,296.8924621202461,303.4485281374241,1299.0,1381.4207106781191,1390.8535533905936,1399.993502884255,1409.2585786437628,1418.5217514421274,1428.0778174593054,1437.4822330470338,1446.897056274848,1456.1602290732123,1466.0091883092036,1307.970279579551,1475.8581475451952,1486.0,1316.5263455967292,1325.7895183950936,1333.3455844122718,1343.0732233047036,1352.4757359312882,1361.892462120246,1371.448528137424,245.43354954612985,0.02990979560813346,0.028508649480491272,0.028440770736711505,0.0014079652438897482,0.0018428604045781951,0.0016650652790348146
32,6,20220420,dauerProtocol2,p001_C08,m2X,p001,C08,20220420-dauerProtocol2-p001-m2X_C08_w1.TIF,20220420-dauerProtocol2-p001-m2X_C08_w2.TIF,wellmask_98.png,/projects/b1059/projects/Tim/cellprofiler-nf/20220420_dauerProtocol2/raw_images/,/projects/b1059/projects/Tim/cellprofiler-nf/20220420_dauerProtocol2/raw_images/,/projects/b1059/projects/Tim/cellprofiler-nf/input_data/well_masks/,2673,15257,912,1410,703,1337,807.9349046015712,1376.2356902356903,6.7921119701873565,3054,0.9974539146569935,58.33840332985717,1,0.17519826964671953,0.14722961052310443,226.13488533459187,219.78398485785993,7.280109889280518,3.5334545646574917,3.1622776601683795,16.465278584702947,16.126585653512294,-69.66447300273909,477.6467529817257,0.8752455795677799,11.834454903379083,74.83971950039268,0.02716105990111828,0.0007705800235271454,0.5922028199342843,0.031235218048095703,0.043427176773548126,0.028312093070284886,0.02799839861593441,0.027931639924645424,0.02560463920235634,0.024643320590257645,0.0007772376697794067,0.001387427216724135,0.02868696115911007,807.3892335386043,1376.4657929757407,0.0,807.9349046015712,1376.2356902356903,724.0,1405.0,0.0,6,27,0.053384682719278764,-3.9968028886505635e-15,0.05978327319351262,-0.11962269513687174,0.1300258551762572,-0.05995475142541906,0.10879570982763553,0.0851284595730517,0.0,-1.7763568394002505e-15,-0.014432405135904158,-0.061807878073862454,0.06271853712113895,-0.05429534176655526,0.0,-3.552713678800501e-15,3.552713678800501e-15,-0.034609548491221,0.0261863531366604,910.0,818.6520708191593,808.5673882921355,798.4827057651119,788.1486762990709,778.3133407110644,767.9357649652272,757.7956867907924,746.9643180870905,736.0161317841313,725.067945481172,899.880240821787,714.1197591782129,704.0,889.5377417271391,879.4530592001154,869.1067497247749,858.9869905465619,848.8672313683488,838.7474721901359,828.6277130119229,1338.0,1373.3479291808408,1377.4326117078645,1381.5172942348881,1385.0,1389.6866592889355,1393.0642350347725,1397.051078302302,1400.0,1402.0,1404.0,1342.0,1406.0,1408.0,1345.462258272861,1349.5469407998849,1353.0,1357.0,1361.0,1365.0,1369.0,235.53226855410765,0.02777088534029823,0.027950719506113525,0.02830691816782357,0.0010058971620796639,0.0017340681501030629,0.0009444033740881842
67,1,20220420,dauerProtocol2,p001_F07,m2X,p001,F07,20220420-dauerProtocol2-p001-m2X_F07_w1.TIF,20220420-dauerProtocol2-p001-m2X_F07_w2.TIF,wellmask_98.png,/projects/b1059/projects/Tim/cellprofiler-nf/20220420_dauerProtocol2/raw_images/,/projects/b1059/projects/Tim/cellprofiler-nf/20220420_dauerProtocol2/raw_images/,/projects/b1059/projects/Tim/cellprofiler-nf/input_data/well_masks/,2278,7520,1074,1183,1034,995,1051.0517998244075,1086.8546971027217,5.871256630980823,2619,0.9967384181554605,53.855730269923,1,0.30292553191489363,0.1703212894362863,196.0072393813006,190.4337155022713,8.0,3.5237585182563667,3.1622776601683795,16.390820885393854,15.817827661364854,-10.737065793153759,409.96551211459376,0.8697976326842306,10.12681776843965,60.72549043036997,0.025787746533751488,0.0008239876478910446,1.1876212963535924,0.033997099846601486,0.033997099846601486,0.026933025979892687,0.026657370689363465,0.026504920795559883,0.023056382313370705,0.023056382313370705,0.0012713384142135071,0.0011697067826188544,0.027496756985783577,1051.3153743585567,1085.696693299403,0.0,1051.0517998244075,1086.8546971027217,1072.0,997.0,0.0,1,16,0.12239184983369067,0.06366692607249425,-0.08568040484381045,0.10862829678835006,-0.09924845838368856,0.10235217681674746,-0.13035931973991755,0.06836999301372271,-0.049742688495211684,0.10862829678833763,-0.10862829678833763,0.06631689125870088,0.023674219183180023,-0.07151681441786573,0.029143857437369913,-0.0707615449113923,5.10702591327572e-15,-5.10702591327572e-15,-0.08661481801702875,1071.0,1051.0,1049.7928932188133,1048.0,1047.0,1045.0,1044.0,1042.164213562373,1041.4644660940671,1040.0,1039.0,1070.0,1037.0,1036.0,1067.7928932188136,1065.0,1062.0,1059.6286796564402,1057.0,1055.0,1053.0,996.0,1078.5251262658471,1088.2071067811867,1097.646446609407,1107.4142135623733,1116.7677669529664,1125.7071067811867,1134.164213562373,1142.5355339059329,1152.110912703474,1161.8786796564402,1004.9393398282202,1171.2322330470338,1181.0,1014.2071067811866,1023.2322330470337,1032.1715728752538,1041.3713203435598,1050.4644660940673,1059.8180194846607,1069.1715728752538,203.63961030678945,0.026554560365573465,0.026258341450026017,0.02726092995688706,0.0010730258653984174,0.0010241328502283936,0.0010672673572276114
7,1,20220420,dauerProtocol2,p001_A07,m2X,p001,A07,20220420-dauerProtocol2-p001-m2X_A07_w1.TIF,20220420-dauerProtocol2-p001-m2X_A07_w2.TIF,wellmask_98.png,/projects/b1059/projects/Tim/cellprofiler-nf/20220420_dauerProtocol2/raw_images/,/projects/b1059/projects/Tim/cellprofiler-nf/20220420_dauerProtocol2/raw_images/,/projects/b1059/projects/Tim/cellprofiler-nf/input_data/well_masks/,2239,13520,1596,1177,1427,1097,1511.4805716837875,1133.1969629298794,5.785039341363022,2598,0.9962002283843399,53.392727413590976,1,0.16560650887573963,0.17285967147189504,189.90653262769357,185.22418848519757,7.280109889280518,3.5177194202164146,3.1622776601683795,17.03362142671341,16.53943623094639,63.88391294287341,403.44574285494906,0.8618167821401078,9.208804503083229,63.084489446133375,0.025986114516854286,0.0008850246667861938,4.289412743362639,0.04475471004843712,0.06001373380422592,0.02724498373693263,0.028175296760220354,0.02677958272397518,0.02392614632844925,0.02392614632844925,0.0020882176373239456,0.005465915632113433,0.027801938354969025,1507.5743822395718,1131.4247480137872,0.0,1511.4805716837875,1133.1969629298794,1445.0,1101.0,0.0,1,19,4.7351012000262926e-14,-0.0728036022979906,0.0826267477033577,-0.0769411335539627,0.09276479240638646,-0.11681822652181856,0.01483705993859702,0.08615750773081865,-4.18554080283684e-14,-0.08341385738351248,-0.14839738865229296,0.09179355821008339,-0.06128569196724676,0.014332954335976478,0.03880020389394351,-0.08364102447278032,0.16735417023845411,-0.07364616632015575,0.14644976861814635,1428.0,1504.8799756010221,1512.7778379711851,1520.933439227609,1528.7961472652191,1536.9317621049029,1544.7376019496865,1552.9576553568431,1561.1256590721005,1568.9883671097107,1576.851075147321,1436.7413876940507,1585.0094418607237,1594.0,1445.4827753881013,1453.9028009085896,1462.5370678781192,1471.1211520326262,1479.5696465078634,1488.311034201914,1496.4666354583378,1098.0,1127.0,1131.7778379711851,1135.933439227609,1140.7961472652191,1145.0,1150.0,1154.0,1158.1256590721005,1162.988367109711,1167.851075147321,1100.7413876940504,1172.0,1175.0,1103.4827753881013,1107.0,1110.0,1113.1211520326262,1116.5696465078634,1119.311034201914,1123.4666354583378,197.53815313298193,0.027152621528037057,0.02927672361037174,0.027898318388245323,0.0024559167425700097,0.007307486886138662,0.004608185583512605
80,1,20220420,dauerProtocol2,p001_G08,m2X,p001,G08,20220420-dauerProtocol2-p001-m2X_G08_w1.TIF,20220420-dauerProtocol2-p001-m2X_G08_w2.TIF,wellmask_98.png,/projects/b1059/projects/Tim/cellprofiler-nf/20220420_dauerProtocol2/raw_images/,/projects/b1059/projects/Tim/cellprofiler-nf/20220420_dauerProtocol2/raw_images/,/projects/b1059/projects/Tim/cellprofiler-nf/input_data/well_masks/,2767,13216,686,797,462,738,573.8897723165884,764.1507047343694,7.147771113316592,3326,0.9975168146402119,59.355318382451586,1,0.2093674334140436,0.1399037523931004,235.1596322657198,229.68238939892626,7.280109889280518,3.5263979643321575,3.1622776601683795,17.42353550402134,16.56199174456727,74.66126102910992,498.53405460951757,0.8319302465423932,12.175814490765333,73.4669721070677,0.025741970166563988,0.0007095439359545708,0.08496487244501336,0.03628595545887947,0.03628595545887947,0.027178157345458333,0.026551128336489954,0.026543068699538708,0.02516212686896324,0.023147936910390854,0.0010437088282936335,0.0012743914962738841,0.02719157747924328,573.8077237928677,764.1286350876832,0.0,573.8897723165884,764.1507047343694,462.0,740.0,0.0,1,6,-0.006585083497952449,0.025165755592924333,0.04400765719960198,-0.0691734127925237,0.007579676948667569,-0.0042632352142602525,0.08025518106100982,0.011050192354326749,-0.09462181514974388,0.0,-0.09238535311681284,-0.0029745445798567416,0.08872952478149317,0.018590537160391107,0.011394992950813365,0.026602869901296844,0.07861259117417721,0.008632823644186549,-0.05144846171405315,463.0,563.2784271247464,574.3284271247464,585.267588386093,596.0142135623732,607.0642135623732,618.0807611844575,629.1161165235169,639.8000000000001,650.435786437627,661.485786437627,474.0353553390594,672.5357864376269,684.0,485.1,496.9784271247462,508.44264068711936,519.0554563517371,530.3837049096098,541.5926406871195,552.4544155877286,741.0,760.0,763.0,766.2675883860932,770.0,773.0,776.0807611844575,779.1161165235169,783.0,787.0,790.0,742.0353553390593,793.0,795.0,743.0,744.0,746.0,748.0554563517371,750.3837049096098,753.0,756.4544155877286,245.852813742386,0.0264639793407032,0.026402586797191683,0.02680448604544842,0.0009185808951877936,0.0014701395988997096,0.0010682084096239918
