row,1,2,3,4,5,6,7,8,9,10,11,12
A,NA,NIC199,NA,DL238,NA,CX11271,NA,ED3017,NA,BRC20263,NA,JU2519
B,NA,JU1440,NA,MY16,NA,JU775,NA,JU1242,NA,JU774,NA,JU1568
C,NA,ECA36,NA,ED3048,NA,JU1088,NA,BRC20067,NA,JU323,NA,LKC34
D,NA,CX11314,NA,QX1794,NA,NIC1,NA,DL200,NA,NIC260,NA,ED3052
E,NA,JU346,NA,JU360,NA,CB4856,NA,NIC275,NA,JU1409,NA,NIC261
F,NA,KR314,NA,NIC252,NA,JU830,NA,ECA189,NA,PB303,NA,CX11285
G,NA,NIC274,NA,JU1172,NA,JU440,NA,ECA251,NA,JU1581,NA,EG4725
H,NA,ECA369,NA,MY1,NA,JU1213,NA,ED3040,NA,NIC2,NA,CX11276
