row,1,2,3,4,5,6,7,8,9,10,11,12
A,NA,JU1666,NA,ED3046,NA,JU2001,NA,NIC265,NA,JU778,NA,NIC251
B,NA,NIC266,NA,CB4932,NA,ED3073,NA,NIC166,NA,MY10,NA,JU2106
C,NA,ED3077,NA,PX179,NA,ECA248,NA,NIC272,NA,ECA259,NA,JU847
D,NA,QX1212,NA,JU1246,NA,NIC276,NA,NIC255,NA,NIC195,NA,JU394
E,NA,JU1530,NA,NIC271,NA,JU1212,NA,JU1792,NA,JU2257,NA,JU1200
F,NA,NIC236,NA,MY18,NA,JU406,NA,AB1,NA,NIC207,NA,JU2464
G,NA,JU2250,NA,JU2016,NA,NIC242,NA,JU1934,NA,JU367,NA,JU2017
H,NA,QW947,NA,JU792,NA,ED3005,NA,JU2513,NA,EG4349,NA,JU2522
