ImageNumber,ObjectNumber,Metadata_Assay,Metadata_Date,Metadata_FileLocation,Metadata_Frame,Metadata_Magnification,Metadata_Plate,Metadata_Series,Metadata_Well,Metadata_Well,Metadata_wavelength,FileName_RawBF,FileName_RawRFP,FileName_well_mask,PathName_RawBF,PathName_RawRFP,PathName_well_mask,Children_dauerMod_NonOverlappingWorms_Count,Children_nondauerMod_NonOverlappingWorms_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
1,1,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,1,1,1045.6004938271606,199.69234567901233,0,1
1,2,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,0,0,1123.480239520958,173.49101796407186,0,2
1,3,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,1,1,1217.2053646269908,340.44551550712487,0,3
1,4,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,1,1,707.2182261505639,337.27826882048157,0,4
1,5,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,0,0,1462.793670886076,347.1759493670886,0,5
1,6,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,0,0,1135.0459770114942,343.4022988505747,0,6
1,7,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,1,1,1362.733691164327,362.1886870355078,0,7
1,8,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,1,0,820.4792452830188,441.9861635220126,0,8
1,9,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,2,0,1411.6787858572382,538.7571714476318,0,9
1,10,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,2,1,1099.6699330783938,515.6264340344168,0,10
1,11,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,1,1,1201.6918859649122,479.92269736842104,0,11
1,12,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,0,0,1246.069306930693,503.0495049504951,0,12
1,13,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,1,0,936.5462645647704,585.6847155586017,0,13
1,14,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,1,0,1356.92695035461,703.9219858156029,0,14
1,15,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,0,0,538.5327433628319,635.29203539823,0,15
1,16,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,1,1,1502.3529411764705,761.1025641025641,0,16
1,17,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,0,0,1495.8108108108108,729.3351351351351,0,17
1,18,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,0,0,1473.5826446280992,739.00826446281,0,18
1,19,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,0,0,1491.8848920863309,745.2517985611511,0,19
