row,1,2,3,4,5,6,7,8,9,10,11,12
A,none,none,none,none,none,none,none,none,none,none,none,none
B,none,none,none,none,none,none,none,none,none,none,none,none
C,none,none,none,none,none,none,none,none,none,none,none,none
D,none,none,none,none,none,none,none,none,none,none,none,none
E,none,none,none,none,none,none,none,none,none,none,none,none
F,none,none,none,none,none,none,none,none,none,none,none,none
G,none,none,none,none,none,none,none,none,none,none,none,none
H,none,none,none,none,none,none,none,none,none,none,none,none
