row,1,2,3,4,5,6,7,8,9,10,11,12
A,NA,ascrmix.400nM,NA,ascrmix.400nM,NA,ascrmix.400nM,NA,ascrmix.400nM,NA,ascrmix.400nM,NA,ascrmix.400nM
B,NA,ascrmix.400nM,NA,ascrmix.400nM,NA,ascrmix.400nM,NA,ascrmix.400nM,NA,ascrmix.400nM,NA,ascrmix.400nM
C,NA,ascrmix.400nM,NA,ascrmix.400nM,NA,ascrmix.400nM,NA,ascrmix.400nM,NA,ascrmix.400nM,NA,ascrmix.400nM
D,NA,ascrmix.400nM,NA,ascrmix.400nM,NA,ascrmix.400nM,NA,ascrmix.400nM,NA,ascrmix.400nM,NA,ascrmix.400nM
E,NA,ascrmix.400nM,NA,ascrmix.400nM,NA,ascrmix.400nM,NA,ascrmix.400nM,NA,ascrmix.400nM,NA,ascrmix.400nM
F,NA,ascrmix.400nM,NA,ascrmix.400nM,NA,ascrmix.400nM,NA,ascrmix.400nM,NA,ascrmix.400nM,NA,ascrmix.400nM
G,NA,ascrmix.400nM,NA,ascrmix.400nM,NA,ascrmix.400nM,NA,ascrmix.400nM,NA,ascrmix.400nM,NA,ascrmix.400nM
H,NA,ascrmix.400nM,NA,ascrmix.400nM,NA,ascrmix.400nM,NA,ascrmix.400nM,NA,ascrmix.400nM,NA,ascrmix.400nM
