Count_NonOverlappingWorms,Count_OverlappingWorms,Count_Welloutline,Count_WormObjects,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05ImageMath,ExecutionTime_06MaskImage,ExecutionTime_07MaskImage,ExecutionTime_08IdentifyPrimaryObjects,ExecutionTime_09CorrectIlluminationCalculate,ExecutionTime_10CorrectIlluminationApply,ExecutionTime_11IdentifyPrimaryObjects,ExecutionTime_12ConvertObjectsToImage,ExecutionTime_13UntangleWorms,FileName_RawBF,ImageNumber,Metadata_Assay,Metadata_Date,Metadata_FileLocation,Metadata_Frame,Metadata_Magnification,Metadata_Plate,Metadata_Series,Metadata_Well,Metadata_wavelength
32.0,32.0,1.0,42.0,0.0,0.0,0.8899999999998727,0.0,0.08999999999991815,0.07000000000039108,0.09999999999990905,1.6899999999998272,218.1099999999999,0.03000000000020009,1.9800000000000182,0.01999999999998181,33.30000000000018,20220407-dauerProtocol1-p002-m2X_A11_w1.TIF,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,A11,nan
40.0,40.0,1.0,57.0,0.0,0.0,0.6899999999998272,0.0,0.07000000000016371,0.06999999999993634,0.08000000000015461,1.7299999999997908,221.82000000000016,0.029999999999972715,2.4400000000000546,0.009999999999990905,45.399999999999864,20220407-dauerProtocol1-p002-m2X_A12_w1.TIF,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan
25.0,25.0,1.0,40.0,0.0,0.0,0.7000000000002728,0.0,0.07999999999992724,0.05999999999994543,0.11000000000012733,1.6699999999998454,223.93999999999983,0.029999999999972715,2.6700000000000728,0.009999999999990905,33.26999999999998,20220407-dauerProtocol1-p002-m2X_B01_w1.TIF,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan
26.0,26.0,1.0,35.0,0.0,0.0,0.6800000000000637,0.0,0.07000000000016371,0.07999999999992724,0.08999999999991815,1.9100000000000819,212.25,0.029999999999972715,2.410000000000082,0.009999999999990905,32.059999999999945,20220407-dauerProtocol1-p002-m2X_B02_w1.TIF,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan
34.0,34.0,1.0,52.0,0.0,0.0,0.6300000000001091,0.0,0.07999999999992724,0.05999999999994543,0.11999999999989086,1.7300000000002456,216.40000000000032,0.02999999999974534,2.0599999999999454,0.010000000000218279,39.26999999999998,20220407-dauerProtocol1-p002-m2X_B03_w1.TIF,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan
35.0,35.0,1.0,41.0,0.0,0.0,0.4600000000000364,0.0,0.06999999999993634,0.06999999999993634,0.10000000000013642,1.740000000000009,203.6899999999996,0.01999999999998181,2.4400000000000546,0.009999999999763531,38.98999999999978,20220407-dauerProtocol1-p002-m2X_B04_w1.TIF,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan
41.0,41.0,1.0,53.0,0.0,0.0,1.069999999999709,0.0,0.14000000000032742,0.07999999999992724,0.10999999999967258,1.6700000000000728,217.9699999999998,0.03000000000020009,2.5,0.009999999999763531,45.850000000000364,20220407-dauerProtocol1-p002-m2X_B05_w1.TIF,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,B05,nan
35.0,35.0,1.0,53.0,0.0,0.0,0.510000000000673,0.0,0.06999999999970896,0.05999999999994543,0.10999999999967258,1.680000000000291,210.55000000000018,0.02999999999974534,2.449999999999818,0.009999999999763531,41.320000000000164,20220407-dauerProtocol1-p002-m2X_B06_w1.TIF,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,B06,nan
43.0,43.0,1.0,51.0,0.0,0.0,0.49000000000023647,0.0,0.08999999999969077,0.07999999999992724,0.1000000000003638,1.6899999999995998,222.11000000000013,0.01999999999998181,2.449999999999818,0.010000000000218279,44.349999999999454,20220407-dauerProtocol1-p002-m2X_B07_w1.TIF,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,B07,nan
32.0,32.0,1.0,45.0,0.0,0.0,0.6300000000001091,0.0,0.10999999999967258,0.06000000000040018,0.08999999999969077,1.730000000000473,214.1500000000001,0.01999999999998181,2.460000000000491,0.01999999999998181,34.82999999999993,20220407-dauerProtocol1-p002-m2X_B08_w1.TIF,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,B08,nan
29.0,29.0,1.0,52.0,0.0,0.0,0.4299999999998363,0.0,0.09000000000014552,0.07000000000016371,0.11000000000012733,1.7199999999998,211.6500000000001,0.01999999999998181,2.5600000000004,0.009999999999763531,34.76999999999998,20220407-dauerProtocol1-p002-m2X_B09_w1.TIF,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,B09,nan
38.0,38.0,1.0,51.0,0.0,0.0,0.760000000000673,0.0,0.06999999999970896,0.05999999999994543,0.09999999999990905,1.7100000000000364,222.73000000000002,0.04999999999972715,2.519999999999982,0.010000000000218279,40.4099999999994,20220407-dauerProtocol1-p002-m2X_B10_w1.TIF,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,B10,nan
30.0,30.0,1.0,46.0,0.0,0.0,0.8400000000001455,0.0,0.18000000000029104,0.13999999999987267,0.1999999999998181,2.0700000000001637,217.5999999999999,0.03000000000020009,2.6100000000001273,0.009999999999763531,38.179999999999836,20220407-dauerProtocol1-p002-m2X_B11_w1.TIF,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,B11,nan
48.0,48.0,1.0,56.0,0.0,0.0,0.7799999999997453,0.0,0.1500000000005457,0.10999999999967258,0.1700000000005275,1.8800000000001091,212.0899999999997,0.03000000000020009,2.549999999999727,0.019999999999527063,51.19000000000051,20220407-dauerProtocol1-p002-m2X_B12_w1.TIF,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,B12,nan
45.0,45.0,1.0,51.0,0.0,0.0,0.6999999999998181,0.0,0.07999999999992724,0.07000000000016371,0.08999999999969077,1.6900000000000546,215.25,0.03999999999996362,2.5,0.020000000000436557,53.66999999999962,20220407-dauerProtocol1-p002-m2X_C01_w1.TIF,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,C01,nan
42.0,42.0,1.0,54.0,0.0,0.0,0.5900000000001455,0.0,0.0799999999994725,0.06000000000040018,0.07999999999992724,1.7299999999995634,214.37000000000035,0.03999999999996362,2.5900000000001455,0.009999999999763531,51.5600000000004,20220407-dauerProtocol1-p002-m2X_C02_w1.TIF,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,C02,nan
43.0,43.0,1.0,46.0,0.0,0.0,0.49000000000023647,0.0,0.09000000000014552,0.05999999999994543,0.09999999999990905,1.7400000000002365,214.30999999999995,0.03999999999950887,2.360000000000582,0.03000000000020009,44.7199999999998,20220407-dauerProtocol1-p002-m2X_C03_w1.TIF,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,C03,nan
39.0,39.0,1.0,59.0,0.0,0.0,0.5700000000006185,0.0,0.0799999999994725,0.07000000000016371,0.08000000000038199,1.6700000000000728,215.00999999999976,0.03000000000020009,2.4699999999998,0.01999999999998181,44.45999999999958,20220407-dauerProtocol1-p002-m2X_C04_w1.TIF,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,C04,nan
26.0,26.0,1.0,56.0,0.0,0.0,0.5599999999999454,0.0,0.07999999999992724,0.03999999999996362,0.10999999999967258,1.6900000000005093,218.53999999999996,0.039999999999054126,2.530000000000655,0.019999999999527063,34.73999999999978,20220407-dauerProtocol1-p002-m2X_C05_w1.TIF,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,C05,nan
41.0,41.0,1.0,67.0,0.0,0.0,0.4899999999997817,0.0,0.09000000000014552,0.05999999999994543,0.08999999999969077,1.900000000000091,217.95000000000027,0.02999999999974534,2.5299999999997453,0.020000000000436557,50.4399999999996,20220407-dauerProtocol1-p002-m2X_C06_w1.TIF,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,C06,nan
28.0,28.0,1.0,35.0,0.0,0.0,0.5299999999997453,0.0,0.07999999999992724,0.06000000000040018,0.0999999999994543,1.6900000000014188,220.82999999999993,0.029999999998835847,2.380000000000109,0.010000000000218279,30.640000000000327,20220407-dauerProtocol1-p002-m2X_C07_w1.TIF,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,C07,nan
39.0,39.0,1.0,59.0,0.0,0.0,0.4400000000005093,0.0,0.06999999999879947,0.06000000000040018,0.1000000000003638,1.8400000000001455,220.6800000000003,0.030000000000654836,2.5600000000004,0.009999999999308784,43.17000000000098,20220407-dauerProtocol1-p002-m2X_C08_w1.TIF,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,C08,nan
32.0,32.0,1.0,54.0,0.0,0.0,0.38000000000010914,0.0,0.07999999999992724,0.06999999999879947,0.10000000000127329,1.7100000000000364,205.5699999999997,0.020000000000436557,2.0799999999999272,0.010000000000218279,37.039999999999964,20220407-dauerProtocol1-p002-m2X_C09_w1.TIF,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,C09,nan
37.0,37.0,1.0,54.0,0.0,0.0,0.4099999999998545,0.0,0.06999999999970896,0.05999999999949068,0.07999999999992724,1.7900000000008731,209.86000000000058,0.020000000000436557,2.4899999999997817,0.009999999999308784,43.460000000000946,20220407-dauerProtocol1-p002-m2X_C10_w1.TIF,34,dauerProtocol1,20220407,nan,0,m2X,p002,0,C10,nan
41.0,41.0,1.0,44.0,0.0,0.0,0.5200000000004366,0.0,0.06999999999970896,0.0500000000001819,0.0999999999994543,1.75,211.53000000000065,0.02999999999974534,2.0299999999997453,0.020000000000436557,38.80999999999949,20220407-dauerProtocol1-p002-m2X_C11_w1.TIF,35,dauerProtocol1,20220407,nan,0,m2X,p002,0,C11,nan
38.0,38.0,1.0,58.0,0.0,0.0,0.42000000000007276,0.0,0.06999999999970896,0.06999999999970896,0.09000000000014552,1.8299999999999272,215.03999999999996,0.019999999999527063,2.5,0.019999999999527063,41.18000000000029,20220407-dauerProtocol1-p002-m2X_C12_w1.TIF,36,dauerProtocol1,20220407,nan,0,m2X,p002,0,C12,nan
31.0,31.0,1.0,43.0,0.0,0.0,0.5099999999993088,0.0,0.09000000000014552,0.07000000000061846,0.0999999999994543,1.7399999999997817,220.3700000000008,0.019999999999527063,2.230000000000473,0.010000000000218279,31.5,20220407-dauerProtocol1-p002-m2X_D01_w1.TIF,37,dauerProtocol1,20220407,nan,0,m2X,p002,0,D01,nan
40.0,40.0,1.0,59.0,0.0,0.0,0.42000000000098225,0.0,0.06999999999970896,0.06999999999970896,0.09000000000014552,1.800000000000182,213.32999999999993,0.020000000000436557,2.480000000000473,0.019999999999527063,47.4399999999996,20220407-dauerProtocol1-p002-m2X_D02_w1.TIF,38,dauerProtocol1,20220407,nan,0,m2X,p002,0,D02,nan
49.0,49.0,1.0,66.0,0.0,0.0,0.42999999999938154,0.0,0.07999999999992724,0.06000000000040018,0.11000000000058208,1.699999999999818,222.7499999999991,0.030000000000654836,2.469999999999345,0.019999999999527063,43.94000000000051,20220407-dauerProtocol1-p002-m2X_D03_w1.TIF,39,dauerProtocol1,20220407,nan,0,m2X,p002,0,D03,nan
37.0,37.0,1.0,56.0,0.0,0.0,0.42000000000098225,0.0,0.07999999999901775,0.07999999999992724,0.09000000000014552,1.75,212.34000000000015,0.02999999999974534,2.4299999999993815,0.010000000000218279,45.22999999999956,20220407-dauerProtocol1-p002-m2X_D04_w1.TIF,40,dauerProtocol1,20220407,nan,0,m2X,p002,0,D04,nan
40.0,40.0,1.0,57.0,0.0,0.0,0.569999999999709,0.0,0.07999999999901775,0.06000000000040018,0.12000000000080036,1.7199999999993452,219.44999999999982,0.020000000000436557,2.069999999999709,0.010000000000218279,39.6299999999992,20220407-dauerProtocol1-p002-m2X_D05_w1.TIF,41,dauerProtocol1,20220407,nan,0,m2X,p002,0,D05,nan
34.0,34.0,1.0,55.0,0.0,0.0,0.4600000000000364,0.0,0.07999999999992724,0.07000000000061846,0.1000000000003638,1.7499999999990905,209.46999999999935,0.020000000000436557,2.4500000000007276,0.009999999999308784,42.029999999999745,20220407-dauerProtocol1-p002-m2X_D06_w1.TIF,42,dauerProtocol1,20220407,nan,0,m2X,p002,0,D06,nan
38.0,38.0,1.0,59.0,0.0,0.0,0.46999999999934516,0.0,0.09000000000105501,0.05999999999949068,0.1000000000003638,1.7399999999997817,214.57999999999993,0.030000000000654836,2.0499999999992724,0.010000000000218279,40.50999999999931,20220407-dauerProtocol1-p002-m2X_D07_w1.TIF,43,dauerProtocol1,20220407,nan,0,m2X,p002,0,D07,nan
41.0,41.0,1.0,59.0,0.0,0.0,0.47000000000025466,0.0,0.07999999999992724,0.07999999999992724,0.07999999999992724,1.7599999999993088,202.42000000000007,0.019999999999527063,2.4700000000002547,0.010000000000218279,47.75,20220407-dauerProtocol1-p002-m2X_D08_w1.TIF,44,dauerProtocol1,20220407,nan,0,m2X,p002,0,D08,nan
32.0,32.0,1.0,51.0,0.0,0.0,0.410000000000764,0.0,0.08999999999923602,0.06000000000040018,0.12000000000080036,1.7299999999995634,206.73999999999978,0.020000000000436557,2.019999999999527,0.010000000000218279,36.9399999999996,20220407-dauerProtocol1-p002-m2X_D09_w1.TIF,45,dauerProtocol1,20220407,nan,0,m2X,p002,0,D09,nan
40.0,40.0,1.0,62.0,0.0,0.0,0.4499999999989086,0.0,0.06999999999970896,0.07000000000061846,0.0999999999994543,1.7700000000004366,202.5,0.019999999999527063,2.4700000000002547,0.020000000000436557,42.10999999999876,20220407-dauerProtocol1-p002-m2X_D10_w1.TIF,46,dauerProtocol1,20220407,nan,0,m2X,p002,0,D10,nan
43.0,43.0,1.0,52.0,0.0,0.0,0.43000000000029104,0.0,0.07999999999901775,0.07000000000061846,0.1000000000003638,1.7399999999997817,213.39999999999964,0.02999999999974534,2.480000000000473,0.020000000000436557,50.839999999999236,20220407-dauerProtocol1-p002-m2X_D11_w1.TIF,47,dauerProtocol1,20220407,nan,0,m2X,p002,0,D11,nan
42.0,42.0,1.0,54.0,0.0,0.0,0.4099999999998545,0.0,0.08000000000083674,0.06999999999970896,0.0999999999994543,1.730000000000473,207.3199999999997,0.020000000000436557,2.4899999999997817,0.009999999999308784,49.23000000000047,20220407-dauerProtocol1-p002-m2X_D12_w1.TIF,48,dauerProtocol1,20220407,nan,0,m2X,p002,0,D12,nan
37.0,37.0,1.0,60.0,0.0,0.0,0.5599999999994907,0.0,0.09000000000014552,0.06000000000040018,0.10999999999967258,1.800000000000182,209.72999999999956,0.040000000000873115,2.449999999999818,0.019999999999527063,44.909999999999854,20220407-dauerProtocol1-p002-m2X_E01_w1.TIF,49,dauerProtocol1,20220407,nan,0,m2X,p002,0,E01,nan
43.0,43.0,1.0,55.0,0.0,0.0,0.4000000000005457,0.0,0.10999999999967258,0.06999999999970896,0.09000000000014552,1.730000000000473,199.4399999999996,0.019999999999527063,2.4799999999995634,0.020000000000436557,39.93000000000029,20220407-dauerProtocol1-p002-m2X_E02_w1.TIF,50,dauerProtocol1,20220407,nan,0,m2X,p002,0,E02,nan
33.0,33.0,1.0,58.0,0.0,0.0,0.5399999999999636,0.0,0.07999999999992724,0.06999999999970896,0.10999999999967258,1.9000000000005457,210.05000000000018,0.02999999999974534,2.4600000000000364,0.009999999999308784,38.4300000000012,20220407-dauerProtocol1-p002-m2X_E03_w1.TIF,51,dauerProtocol1,20220407,nan,0,m2X,p002,0,E03,nan
31.0,31.0,1.0,50.0,0.0,0.0,0.5999999999994543,0.0,0.06999999999970896,0.07000000000061846,0.09000000000014552,1.699999999999818,206.82999999999902,0.020000000000436557,2.480000000000473,0.009999999999308784,40.970000000000255,20220407-dauerProtocol1-p002-m2X_E04_w1.TIF,52,dauerProtocol1,20220407,nan,0,m2X,p002,0,E04,nan
28.0,28.0,1.0,48.0,0.0,0.0,0.47999999999956344,0.0,0.08000000000083674,0.07000000000061846,0.1000000000003638,1.7399999999988722,200.07999999999993,0.02999999999974534,2.5100000000011278,0.009999999999308784,34.94000000000051,20220407-dauerProtocol1-p002-m2X_E05_w1.TIF,53,dauerProtocol1,20220407,nan,0,m2X,p002,0,E05,nan
35.0,35.0,1.0,63.0,0.0,0.0,0.5599999999994907,0.0,0.07000000000061846,0.06999999999970896,0.08999999999923602,1.7100000000000364,202.85999999999967,0.030000000000654836,2.4700000000002547,0.010000000000218279,43.39000000000033,20220407-dauerProtocol1-p002-m2X_E06_w1.TIF,54,dauerProtocol1,20220407,nan,0,m2X,p002,0,E06,nan
32.0,32.0,1.0,52.0,0.0,0.0,0.5,0.0,0.09000000000014552,0.0500000000001819,0.1000000000003638,1.699999999999818,203.60000000000036,0.02999999999974534,2.4399999999996,0.020000000000436557,40.07000000000062,20220407-dauerProtocol1-p002-m2X_E07_w1.TIF,55,dauerProtocol1,20220407,nan,0,m2X,p002,0,E07,nan
33.0,33.0,1.0,46.0,0.0,0.0,0.36999999999989086,0.0,0.07000000000061846,0.05999999999949068,0.07999999999992724,1.7299999999995634,207.5,0.020000000000436557,2.4799999999995634,0.030000000000654836,41.32000000000062,20220407-dauerProtocol1-p002-m2X_E08_w1.TIF,56,dauerProtocol1,20220407,nan,0,m2X,p002,0,E08,nan
26.0,26.0,1.0,55.0,0.0,0.0,0.42000000000007276,0.0,0.07999999999992724,0.06000000000040018,0.11000000000058208,1.7399999999997817,205.85999999999967,0.02999999999974534,2.5399999999999636,0.019999999999527063,36.159999999999854,20220407-dauerProtocol1-p002-m2X_E09_w1.TIF,57,dauerProtocol1,20220407,nan,0,m2X,p002,0,E09,nan
29.0,29.0,1.0,41.0,0.0,0.0,0.4000000000005457,0.0,0.07999999999992724,0.05999999999949068,0.1000000000003638,1.7199999999993452,202.89000000000033,0.030000000000654836,2.7100000000000364,0.019999999999527063,37.219999999999345,20220407-dauerProtocol1-p002-m2X_E10_w1.TIF,58,dauerProtocol1,20220407,nan,0,m2X,p002,0,E10,nan
37.0,37.0,1.0,58.0,0.0,0.0,0.4099999999998545,0.0,0.09000000000014552,0.08000000000083674,0.0999999999994543,1.910000000000764,209.14000000000124,0.020000000000436557,2.4099999999998545,0.020000000000436557,48.289999999999054,20220407-dauerProtocol1-p002-m2X_E11_w1.TIF,59,dauerProtocol1,20220407,nan,0,m2X,p002,0,E11,nan
31.0,31.0,1.0,56.0,0.0,0.0,0.38000000000010914,0.0,0.07000000000061846,0.05999999999949068,0.09000000000014552,1.7400000000006912,203.02000000000044,0.020000000000436557,2.4799999999995634,0.010000000000218279,37.67000000000007,20220407-dauerProtocol1-p002-m2X_E12_w1.TIF,60,dauerProtocol1,20220407,nan,0,m2X,p002,0,E12,nan
31.0,31.0,1.0,47.0,0.0,0.0,0.42000000000007276,0.0,0.09000000000014552,0.07000000000152795,0.1000000000003638,1.860000000000582,203.61999999999898,0.020000000000436557,2.430000000000291,0.010000000000218279,36.280000000000655,20220407-dauerProtocol1-p002-m2X_F01_w1.TIF,61,dauerProtocol1,20220407,nan,0,m2X,p002,0,F01,nan
34.0,34.0,1.0,62.0,0.0,0.0,0.47999999999956344,0.0,0.05999999999949068,0.07999999999992724,0.09000000000014552,1.7299999999995634,207.88000000000102,0.030000000000654836,2.4799999999995634,0.019999999998617568,38.25,20220407-dauerProtocol1-p002-m2X_F02_w1.TIF,62,dauerProtocol1,20220407,nan,0,m2X,p002,0,F02,nan
28.0,28.0,1.0,52.0,0.0,0.0,0.4499999999989086,0.0,0.07999999999992724,0.08000000000174623,0.1000000000003638,1.749999999998181,204.40999999999985,0.040000000000873115,2.4899999999997817,0.010000000000218279,35.97999999999956,20220407-dauerProtocol1-p002-m2X_F03_w1.TIF,63,dauerProtocol1,20220407,nan,0,m2X,p002,0,F03,nan
36.0,36.0,1.0,55.0,0.0,0.0,0.36999999999898137,0.0,0.07999999999992724,0.06999999999970896,0.09000000000014552,1.75,202.6900000000005,0.020000000000436557,2.5100000000002183,0.020000000000436557,41.22999999999956,20220407-dauerProtocol1-p002-m2X_F04_w1.TIF,64,dauerProtocol1,20220407,nan,0,m2X,p002,0,F04,nan
39.0,39.0,1.0,67.0,0.0,0.0,0.41000000000167347,0.0,0.09000000000014552,0.06999999999970896,0.09999999999854481,1.7200000000011642,206.1999999999989,0.030000000000654836,2.459999999999127,0.010000000000218279,44.17000000000189,20220407-dauerProtocol1-p002-m2X_F05_w1.TIF,65,dauerProtocol1,20220407,nan,0,m2X,p002,0,F05,nan
34.0,34.0,1.0,52.0,0.0,0.0,0.3999999999996362,0.0,0.06999999999970896,0.05999999999949068,0.09000000000014552,1.7100000000009459,205.91999999999825,0.030000000000654836,2.599999999998545,0.010000000000218279,40.45000000000073,20220407-dauerProtocol1-p002-m2X_F06_w1.TIF,66,dauerProtocol1,20220407,nan,0,m2X,p002,0,F06,nan
34.0,34.0,1.0,45.0,0.0,0.0,0.930000000000291,0.0,0.06999999999970896,0.059999999997671694,0.1000000000003638,1.7299999999995634,206.59000000000196,0.020000000000436557,2.4100000000016735,0.010000000000218279,40.44999999999891,20220407-dauerProtocol1-p002-m2X_F07_w1.TIF,67,dauerProtocol1,20220407,nan,0,m2X,p002,0,F07,nan
34.0,34.0,1.0,58.0,0.0,0.0,0.38000000000101863,0.0,0.07000000000152795,0.06000000000130967,0.09999999999854481,1.7299999999995634,191.6700000000019,0.029999999998835847,2.3700000000008004,0.00999999999839929,41.73000000000138,20220407-dauerProtocol1-p002-m2X_F08_w1.TIF,68,dauerProtocol1,20220407,nan,0,m2X,p002,0,F08,nan
36.0,36.0,1.0,40.0,0.0,0.0,0.3999999999996362,0.0,0.07999999999992724,0.07999999999992724,0.1000000000003638,1.6600000000016735,196.6399999999976,0.030000000000654836,2.389999999999418,0.010000000000218279,37.70000000000073,20220407-dauerProtocol1-p002-m2X_F09_w1.TIF,69,dauerProtocol1,20220407,nan,0,m2X,p002,0,F09,nan
45.0,45.0,1.0,76.0,0.0,0.0,0.3900000000012369,0.0,0.06999999999970896,0.06999999999970896,0.09000000000014552,1.6900000000005093,198.9499999999989,0.020000000000436557,2.4800000000013824,0.029999999998835847,53.63000000000102,20220407-dauerProtocol1-p002-m2X_F10_w1.TIF,70,dauerProtocol1,20220407,nan,0,m2X,p002,0,F10,nan
30.0,30.0,1.0,52.0,0.0,0.0,0.42000000000007276,0.0,0.07999999999810825,0.06000000000130967,0.11999999999898137,1.6500000000014552,209.6299999999992,0.029999999998835847,2.4500000000007276,0.010000000000218279,35.9900000000016,20220407-dauerProtocol1-p002-m2X_F11_w1.TIF,71,dauerProtocol1,20220407,nan,0,m2X,p002,0,F11,nan
53.0,53.0,1.0,74.0,0.0,0.0,0.3899999999994179,0.0,0.06999999999970896,0.06999999999970896,0.11000000000058208,1.7199999999993452,201.53000000000065,0.030000000000654836,2.5,0.020000000000436557,55.83999999999833,20220407-dauerProtocol1-p002-m2X_F12_w1.TIF,72,dauerProtocol1,20220407,nan,0,m2X,p002,0,F12,nan
35.0,35.0,1.0,52.0,0.0,0.0,0.3999999999996362,0.0,0.07999999999992724,0.06999999999970896,0.1000000000003638,1.7300000000013824,193.52999999999884,0.039999999999054126,2.4899999999997817,0.010000000000218279,40.93000000000029,20220407-dauerProtocol1-p002-m2X_G01_w1.TIF,73,dauerProtocol1,20220407,nan,0,m2X,p002,0,G01,nan
30.0,30.0,1.0,60.0,0.0,0.0,0.3899999999994179,0.0,0.050000000001091394,0.06000000000130967,0.09000000000014552,1.7199999999993452,202.42000000000007,0.030000000000654836,2.4499999999989086,0.010000000000218279,37.42000000000007,20220407-dauerProtocol1-p002-m2X_G02_w1.TIF,74,dauerProtocol1,20220407,nan,0,m2X,p002,0,G02,nan
