row,1,2,3,4,5,6,7,8,9,10,11,12
A,NA,JU1530,NA,NIC271,NA,ECA259,NA,JU1792,NA,AB1,NA,PX179
B,NA,EG4349,NA,MY10,NA,JU847,NA,NIC207,NA,ED3005,NA,JU2513
C,NA,JU2001,NA,CB4932,NA,ED3077,NA,MY18,NA,JU394,NA,JU2257
D,NA,JU1212,NA,JU2106,NA,ECA248,NA,NIC166,NA,JU2250,NA,JU406
E,NA,NIC265,NA,JU1200,NA,JU2464,NA,JU2017,NA,JU1246,NA,NIC266
F,NA,NIC276,NA,JU2016,NA,JU2522,NA,NIC236,NA,JU1666,NA,JU1934
G,NA,NIC251,NA,NIC242,NA,NIC195,NA,JU367,NA,NIC272,NA,ED3073
H,NA,JU778,NA,NIC255,NA,QW947,NA,QX1212,NA,ED3046,NA,JU792
