row,1,2,3,4,5,6,7,8,9,10,11,12
A,JU310,JU310,JU310,JU310,JU310,JU310,JU310,JU310,JU310,JU310,JU310,JU310
B,JU310,JU310,JU310,JU310,JU310,JU310,JU310,JU310,JU310,JU310,JU310,JU310
C,JU310,JU310,JU310,JU310,JU310,JU310,JU310,JU310,JU310,JU310,JU310,JU310
D,JU310,JU310,JU310,JU310,JU310,JU310,JU310,JU310,JU310,JU310,JU310,JU310
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,
