row,1,2,3,4,5,6,7,8,9,10,11,12
A,NA,EtOH,NA,EtOH,NA,EtOH,NA,EtOH,NA,EtOH,NA,EtOH
B,NA,EtOH,NA,EtOH,NA,EtOH,NA,EtOH,NA,EtOH,NA,EtOH
C,NA,EtOH,NA,EtOH,NA,EtOH,NA,EtOH,NA,EtOH,NA,EtOH
D,NA,EtOH,NA,EtOH,NA,EtOH,NA,EtOH,NA,EtOH,NA,EtOH
E,NA,EtOH,NA,EtOH,NA,EtOH,NA,EtOH,NA,EtOH,NA,EtOH
F,NA,EtOH,NA,EtOH,NA,EtOH,NA,EtOH,NA,EtOH,NA,EtOH
G,NA,EtOH,NA,EtOH,NA,EtOH,NA,EtOH,NA,EtOH,NA,EtOH
H,NA,EtOH,NA,EtOH,NA,EtOH,NA,EtOH,NA,EtOH,NA,EtOH
