row,1,2,3,4,5,6,7,8,9,10,11,12
A,NA,ascr8.800nM,NA,ascr8.800nM,NA,ascr8.800nM,NA,ascr8.800nM,NA,ascr8.800nM,NA,ascr8.800nM
B,NA,ascr8.800nM,NA,ascr8.800nM,NA,ascr8.800nM,NA,ascr8.800nM,NA,ascr8.800nM,NA,ascr8.800nM
C,NA,ascr8.800nM,NA,ascr8.800nM,NA,ascr8.800nM,NA,ascr8.800nM,NA,ascr8.800nM,NA,ascr8.800nM
D,NA,ascr8.800nM,NA,ascr8.800nM,NA,ascr8.800nM,NA,ascr8.800nM,NA,ascr8.800nM,NA,ascr8.800nM
E,NA,ascr8.800nM,NA,ascr8.800nM,NA,ascr8.800nM,NA,ascr8.800nM,NA,ascr8.800nM,NA,ascr8.800nM
F,NA,ascr8.800nM,NA,ascr8.800nM,NA,ascr8.800nM,NA,ascr8.800nM,NA,ascr8.800nM,NA,ascr8.800nM
G,NA,ascr8.800nM,NA,ascr8.800nM,NA,ascr8.800nM,NA,ascr8.800nM,NA,ascr8.800nM,NA,ascr8.800nM
H,NA,ascr8.800nM,NA,ascr8.800nM,NA,ascr8.800nM,NA,ascr8.800nM,NA,ascr8.800nM,NA,ascr8.800nM
